audio_file_name,grader,profile_id,pre_or_post,question_clean,Human Transcription,ai_transcription,human_words_correct,total_reference_words,ai_total_score,ai_words_correct,ai_n_words
grade1_profile28463_q3_QK_20251122_101834.mp3,Semal,28463,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. Is this is Faiz. He love to building build thing build things.,This is zara she loves to draw is this is faiz he loves to build things build things,13,15,16.0,6,11
grade1_profile30496_q3_QK_20251122_101834.mp3,Rukhshan,30496,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,21.0,10,11
grade1_profile30596_q3_QK_20251122_101834.mp3,Amna,30596,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He lave to build things.,This is is zara she loves to draw this is faiz he loves to build things,14,15,18.0,7,11
grade1_profile30695_q3_QK_20251122_101834.mp3,Amna,30695,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,20.0,9,11
grade1_profile30476_q3_LP_20251122_101304.mp3,Amna,30476,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faaz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things build things,14,15,18.0,7,11
grade1_profile28403_q3_QK_20251122_101834.mp3,Dania,28403,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. She he loves to build things.,This is zara she loves to draw this is faiz she he loves to build things,15,15,17.0,8,11
grade1_profile28512_q3_QK_20251122_101834.mp3,Semal,28512,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to buld things.,This is zara she loves to draw this is faiz he loves to build things,14,15,22.0,11,11
grade1_profile31203_q3_LP_20251122_101304.mp3,Semal,31203,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz Fay Faiz. He loves to build things.,This is zara she loves to draw this is faiz faiz he loves to build things,15,15,21.0,10,11
grade1_profile28429_q3_LP_20251122_101304.mp3,Semal,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is mmm Faiz. He loves to bib build things.,This is zara she loves to draw this is faiz he loves to build build things,15,15,19.0,9,11
grade1_profile28451_q3_QK_20251122_101834.mp3,Semal,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw things. This is Faiz. He love to build things.,This is zara she loves to draw things this is faiz he loves to build things,13,15,21.0,10,11
grade1_profile28485_q3_QK_20251122_101834.mp3,Amna,28485,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,20.0,9,11
grade1_profile28441_q3_QK_20251122_101834.mp3,Semal,28441,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He love to build thing. ,This is zara she loves to draw this is faiz he loves build things,13,15,19.0,8,11
grade1_profile31184_q3_LP_20251122_101304.mp3,Rukhshan,31184,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Fa-aa. He loves to bubbles things.,This is zara she loves to draw this is faiz he loves to build things,13,15,18.0,9,11
grade1_profile30467_q3_QK_20251122_101834.mp3,Semal,30467,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves to build things,15,15,20.0,9,11
grade1_profile28446_q3_QK_20251122_101834.mp3,Semal,28446,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build built thin. ,This is zara she loves to draw this is faiz he loves to build build things,14,15,20.0,10,11
grade1_profile30490_q3_LP_20251122_101304.mp3,Semal,30490,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiza Faiz. He love to build things. ,This is zara she loves to draw this is faiz he loves to build things,13,15,14.0,4,11
grade1_profile28401_q3_LP_20251122_101304.mp3,Semal,28401,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves to build things,15,15,20.0,9,11
grade1_profile28369_q3_LP_20251122_101304.mp3,Amna,28369,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,12.0,4,11
grade1_profile30626_q3_LP_20251122_101304.mp3,Dania,30626,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,21.0,10,11
grade1_profile28390_q3_LP_20251122_101304.mp3,Semal,28390,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He love to buld buld things. ,This is zara she loves to draw this is faiz he loves to build things,13,15,17.0,8,11
grade1_profile28444_q3_QK_20251122_101834.mp3,Amna,28444,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build thi,Zara she loves to draw this is faiz he loves to build things,14,15,18.0,7,11
grade1_profile31204_q3_QK_20251122_101834.mp3,Amna,31204,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to build draw. This is Faiz. He loves to build things.,This is zara she loves to build things draw this is faiz he loves to build things,15,15,14.0,6,11
grade1_profile31284_q3_LP_20251122_101304.mp3,Amna,31284,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,19.0,9,11
grade1_profile28510_q3_LP_20251122_101304.mp3,Semal,28510,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He loved to build things.,This is zara she loves to draw this is faiz he loves build things,13,15,13.0,4,11
grade1_profile28470_q3_QK_20251122_101834.mp3,Semal,28470,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. Loves she love to drawing. This is Faiz. He love two buldings build things. ,This is zara loves she loves to draw this is faiz he loves to build things to build things,11,15,14.0,6,11
grade1_profile28498_q3_LP_20251122_101304.mp3,Dania,28498,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is a Zara. She loves to draw. This is a Faiz. He loves to build things.,This is faiz this is zara this is zara she loves to draw this is faiz he loves to build things,15,15,16.0,6,11
grade1_profile30822_q3_LP_20251122_101304.mp3,Amna,30822,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,20.0,10,11
grade1_profile28403_q3_QK_20251122_101834.mp3,Rukhshan,28403,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz she he loves to build things,15,15,17.0,8,11
grade1_profile30589_q3_QK_20251122_101834.mp3,Amna,30589,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,20.0,9,11
grade1_profile28421_q3_LP_20251122_101304.mp3,Rukhshan,28421,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zaraaaa. She loves to draaa. This is Faiiiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,12,15,15.0,5,11
grade1_profile31204_q3_LP_20251122_101304.mp3,Rukhshan,31204,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to bwild things.,This is zara she loves to draw this is faiz he loves to build things,14,15,17.0,6,11
grade1_profile28401_q3_LP_20251122_101304.mp3,Dania,28401,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiiiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves to build things,14,15,20.0,9,11
grade1_profile31205_q3_LP_20251122_101304.mp3,Dania,31205,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to building things.  ,This is zara she loves to draw this is faiz he loves to build things,14,15,21.0,10,11
grade1_profile28471_q3_QK_20251122_101834.mp3,Rukhshan,28471,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Fayez. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,13,15,21.0,10,11
grade1_profile28423_q3_LP_20251122_101304.mp3,Rukhshan,28423,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,20.0,9,11
grade1_profile28466_q3_QK_20251122_101834.mp3,Dania,28466,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,19.0,9,11
grade1_profile28352_q3_LP_20251122_101304.mp3,Dania,28352,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz this is faiz he loves to build things,15,15,20.0,9,11
grade1_profile28345_q3_LP_20251122_101304.mp3,Amna,28345,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,21.0,10,11
grade1_profile28475_q3_QK_20251122_101834.mp3,Amna,28475,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He love to build things.,This is zara she loves to draw this is faiz he loves to build things,13,15,17.0,7,11
grade1_profile28468_q3_LP_20251122_101304.mp3,Dania,28468,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love for draw. This is Faaaiz. He love to build think.,This is zara she loves to draw this is faiz he loves to build things,10,15,18.0,7,11
grade1_profile28444_q3_QK_20251122_101834.mp3,Dania,28444,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Zara she loves to draw this is faiz he loves to build things,15,15,18.0,7,11
grade1_profile28470_q3_LP_20251122_101304.mp3,Rukhshan,28470,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zaraa. She love to draw. Ths is Faiz. He love to some-build thing,This is zara she loves to draw this is faiz he loves to build build things,9,15,17.0,7,11
grade1_profile28493_q3_QK_20251122_101834.mp3,Rukhshan,28493,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She laave to draw. Ths is Faiz. He laave to build things.,This is zara she loves to draw this is faiz he loves to build things,12,15,20.0,9,11
grade1_profile28364_q3_LP_20251122_101304.mp3,Dania,28364,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Saif. He loves to build things.  ,This is zara she loves to draw this is faiz he loves to build things,14,15,17.0,7,11
grade1_profile28428_q3_QK_20251122_101834.mp3,Dania,28428,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to bald things.  ,This is zara she loves to draw this is faiz he loves to build things,14,15,20.0,10,11
grade1_profile30472_q3_QK_20251122_101834.mp3,Rukhshan,30472,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,22.0,11,11
grade1_profile28457_q3_QK_20251122_101834.mp3,Dania,28457,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,parent recording ,This is zara she loves to draw this is faiz he loves to build things,0,15,21.0,10,11
grade1_profile28432_q3_QK_20251122_101834.mp3,Rukhshan,28432,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,21.0,10,11
grade1_profile30581_q3_QK_20251122_101834.mp3,Salman,30581,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves to build things,15,15,16.0,6,11
grade1_profile31206_q3_LP_20251122_101304.mp3,Rukhshan,31206,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She lave-uh to draa. This is Faiz. He lave-uh to build-uh things.,This is zara she loves to draw this is faiz he loves to build things,11,15,16.0,5,11
grade1_profile28514_q3_QK_20251122_101834.mp3,Rukhshan,28514,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zaraaa. She lauves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,13,15,20.0,9,11
grade1_profile28347_q3_QK_20251122_101834.mp3,Rukhshan,28347,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,22.0,11,11
grade1_profile28512_q3_QK_20251122_101834.mp3,Rukhshan,28512,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to bwild things.,This is zara she loves to draw this is faiz he loves to build things,14,15,22.0,11,11
grade1_profile28344_q3_LP_20251122_101304.mp3,Salman,28344,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is this is zara she loves to draw this is faiz he loves to build things,15,15,16.0,7,11
grade1_profile28388_q3_QK_20251122_101834.mp3,Salman,28388,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves to build things,15,15,22.0,11,11
grade1_profile30569_q3_LP_20251122_101304.mp3,Salman,30569,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara he she loves to draw this is faiz he loves to build things,15,15,18.0,8,11
grade1_profile30822_q3_QK_20251122_101834.mp3,Salman,30822,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves to build things,15,15,21.0,10,11
grade1_profile28432_q3_QK_20251122_101834.mp3,Salman,28432,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves to build things,15,15,21.0,10,11
grade1_profile31206_q3_LP_20251122_101304.mp3,Salman,31206,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves to build things,15,15,16.0,5,11
grade1_profile30589_q3_QK_20251122_101834.mp3,Salman,30589,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves to build things,15,15,20.0,9,11
grade1_profile28510_q3_LP_20251122_101304.mp3,Dania,28510,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves build things,14,15,13.0,4,11
grade1_profile30633_q3_LP_20251122_101304.mp3,Salman,30633,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is building build things. ,This this is zara she loves to draw this is faiz he loves to draw build things build things,11,15,19.0,9,11
grade1_profile28451_q3_LP_20251122_101304.mp3,Amna,28451,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He love to build things.,This is zara she loves to draw this is faiz he loves to build things,14,15,20.0,9,11
grade1_profile30665_q3_LP_20251122_101304.mp3,Salman,30665,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build thing.,This is zara she loves he loves to draw this is faiz this is faiz he loves to build things,14,15,17.0,7,11
grade1_profile28376_q3_LP_20251122_101304.mp3,Salman,28376,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. She this is a Faiz.  She he loves a draw to build things. ,This is zara she loves to draw she she this is this is this is faiz she he loves draw she loves to draw she loves to she loves to draw build build things,15,15,18.0,7,11
grade1_profile28450_q3_QK_20251122_101834.mp3,Salman,28450,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,This is zara she loves to draw this is faiz he loves to build things,15,15,22.0,11,11
grade1_profile30496_q3_LP_20251122_101304.mp3,Rukhshan,30496,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara-a. She loves to draw. This is Faaz. He love to build thing.,This is zara she he loves to draw this is faiz he loves to build build things,11,15,18.0,9,11
grade1_profile30626_q3_QK_20251122_101834.mp3,Salman,30626,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He love to build things. ,This is zara she loves to draw this is faiz he loves to build things,14,15,17.0,7,11
grade1_profile28475_q3_QK_20251122_101834.mp3,Salman,28475,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He love to build things. ,This is zara she loves to draw this is faiz he loves to build things,13,15,17.0,7,11
grade1_profile28381_q3_QK_20251122_101834.mp3,Rukhshan,28381,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,15,15,21.0,10,11
grade1_profile30665_q3_QK_20251122_101834.mp3,Rukhshan,30665,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ths is Zaraa. She loves to draa. This is Faiz. He loves to build things.,This is zara she loves to draw this is faiz he loves to build things,12,15,20.0,9,11
