student_profile_id,question_text,question_number,difficulty_level,pre_or_post,transcription_human,transcription_ai,score_human_total,score_human_max,feedback_human_json,feedback_ai_json,ai_utterance_duration_seconds,grader_name,grader_notes,ai_submission_id,lesson_id,question_id,submission_date,audio_filename,audio_link,ai_utterance_duration_seconds,city,school_name,question_text_original,grade
28376,Come on. We can do it together.,1,,pre,Come on to gate together,Come on together it together,6.0,14,"{""come"": 2, ""on"": 2, ""we"": 0, ""can"": 0, ""do"": 0, ""it"": 0, ""together"": 2}","{""come"": {""actual_score"": 69.0, ""normalized_score"": 1.38, ""normalized_rounded"": 1}, ""on"": {""actual_score"": 56.0, ""normalized_score"": 1.12, ""normalized_rounded"": 1}, ""together"": {""actual_score"": 11.0, ""normalized_score"": 0.22, ""normalized_rounded"": 0}, ""it"": {""actual_score"": 80.0, ""normalized_score"": 1.6, ""normalized_rounded"": 2}}",1.67,semal,,1025957,3167,6675,2025-06-26 05:00:08.883,grade1_profile28376_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1S_LHQa0uSEoUEr2EAPDkOkmuVPKxHQZa/view?usp=drivesdk,1.67,,,Come on. We can do it  together.,1
28376,It's locked. I can open it.,2,,pre,It's lock I an open it,It's locked i can open it,8.0,12,"{""it's"": 2, ""locked"": 0, ""i"": 2, ""can"": 0, ""open"": 2, ""it"": 2}","{""it's"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""locked"": {""actual_score"": 61.0, ""normalized_score"": 1.22, ""normalized_rounded"": 1}, ""i"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""can"": {""actual_score"": 7.0, ""normalized_score"": 0.14, ""normalized_rounded"": 0}, ""open"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""it"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}}",2.92,rehma,,1025960,3167,6674,2025-06-26 05:00:58.796,grade1_profile28376_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1XPoOMcxYhQyqSzfqPPvhf7xvdOGeni9Y/view?usp=drivesdk,2.92,,,It's locked. I can open it. ,1
28376,It's locked. I can open it.,2,,pre,It's lock I an open it,It's locked i can open it,10.0,12,"{""it's"": 2, ""locked"": 1, ""i"": 2, ""can"": 1, ""open"": 2, ""it"": 2}","{""it's"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""locked"": {""actual_score"": 61.0, ""normalized_score"": 1.22, ""normalized_rounded"": 1}, ""i"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""can"": {""actual_score"": 7.0, ""normalized_score"": 0.14, ""normalized_rounded"": 0}, ""open"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""it"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}}",2.92,salman,,1025960,3167,6674,2025-06-26 05:00:58.796,grade1_profile28376_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1XPoOMcxYhQyqSzfqPPvhf7xvdOGeni9Y/view?usp=drivesdk,2.92,,,It's locked. I can open it. ,1
28376,This is Zara. She loves to draw. This is Faiz. He loves to build things.,3,,pre,This is Zara She loves to draw She this is a Faiz  She he loves a draw to build things,This is zara she loves to draw she she this is this is this is faiz she he loves draw she loves to draw she loves to she loves to draw build build things,30.0,30,"{""this"": 2, ""is"": 2, ""zara"": 2, ""she"": 2, ""loves"": 2, ""to"": 2, ""draw"": 2, ""this.1"": 2, ""is.1"": 2, ""faiz"": 2, ""he"": 2, ""loves.1"": 2, ""to.1"": 2, ""build"": 2, ""things"": 2}","{""this"": {""actual_score"": 85.0, ""normalized_score"": 1.7, ""normalized_rounded"": 2}, ""is"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""zara"": {""actual_score"": 85.0, ""normalized_score"": 1.7, ""normalized_rounded"": 2}, ""she"": {""actual_score"": 82.0, ""normalized_score"": 1.64, ""normalized_rounded"": 2}, ""loves"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""to"": {""actual_score"": 82.0, ""normalized_score"": 1.64, ""normalized_rounded"": 2}, ""draw"": {""actual_score"": 44.0, ""normalized_score"": 0.88, ""normalized_rounded"": 1}, ""faiz"": {""actual_score"": 53.0, ""normalized_score"": 1.06, ""normalized_rounded"": 1}, ""he"": {""actual_score"": 50.0, ""normalized_score"": 1.0, ""normalized_rounded"": 1}, ""build"": {""actual_score"": 82.0, ""normalized_score"": 1.64, ""normalized_rounded"": 2}, ""things"": {""actual_score"": 60.0, ""normalized_score"": 1.2, ""normalized_rounded"": 1}}",46.33,salman,Parent helping,1025993,3167,6677,2025-06-26 05:05:26.130,grade1_profile28376_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/19edvKFbZF2QYSB8gHw3QsQvINy6T-sZu/view?usp=drivesdk,46.33,,,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,1
28376,Come on. We can do it together.,1,,post,Come on we can do it to gather,Come on we can do it together,13.0,14,"{""come"": 2, ""on"": 2, ""we"": 2, ""can"": 2, ""do"": 2, ""it"": 2, ""together"": 1}","{""come"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""on"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""we"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}, ""can"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}, ""do"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""it"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}, ""together"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}}",2.35,semal,,1624057,4248,7979,2025-08-01 22:39:24.259,grade1_profile28376_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1EM4CNlgxnOL_CCPbEXMb93gGxqrVGCoA/view?usp=drivesdk,2.35,,,Come on. We can do it  together.,1
28425,It's locked. I can open it.,2,,pre,It's locked I can open it,It's locked i can open it,12.0,12,"{""it's"": 2, ""locked"": 2, ""i"": 2, ""can"": 2, ""open"": 2, ""it"": 2}","{""it's"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}, ""locked"": {""actual_score"": 57.0, ""normalized_score"": 1.14, ""normalized_rounded"": 1}, ""i"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""can"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}, ""open"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}, ""it"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}}",3.32,anum,,1020627,3167,6674,2025-06-25 05:42:17.564,grade1_profile28425_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/17V0Pp8X6fYVhqZIT6Kt11TcZTtjZ0xD7/view?usp=drivesdk,3.32,Lahore,The Educators,It's locked. I can open it. ,1
28425,This is Zara. She loves to draw. This is Faiz. He loves to build things.,3,,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,30.0,30,"{""this"": 2, ""is"": 2, ""zara"": 2, ""she"": 2, ""loves"": 2, ""to"": 2, ""draw"": 2, ""this.1"": 2, ""is.1"": 2, ""faiz"": 2, ""he"": 2, ""loves.1"": 2, ""to.1"": 2, ""build"": 2, ""things"": 2}","{""this"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""is"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}, ""zara"": {""actual_score"": 70.0, ""normalized_score"": 1.4, ""normalized_rounded"": 1}, ""she"": {""actual_score"": 28.0, ""normalized_score"": 0.56, ""normalized_rounded"": 1}, ""loves"": {""actual_score"": 15.0, ""normalized_score"": 0.3, ""normalized_rounded"": 0}, ""to"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}, ""draw"": {""actual_score"": 64.0, ""normalized_score"": 1.28, ""normalized_rounded"": 1}, ""faiz"": {""actual_score"": 48.0, ""normalized_score"": 0.96, ""normalized_rounded"": 1}, ""he"": {""actual_score"": 51.0, ""normalized_score"": 1.02, ""normalized_rounded"": 1}, ""build"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}, ""things"": {""actual_score"": 79.0, ""normalized_score"": 1.58, ""normalized_rounded"": 2}}",8.24,salman,,1020661,3167,6677,2025-06-25 05:45:28.637,grade1_profile28425_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1NTE8UFNlLS3MtQks8SxVdcQpwUZ64ben/view?usp=drivesdk,8.24,Lahore,The Educators,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,1
28425,Come on. We can do it together.,1,,post,come on we can do it together,Come on we can do it together,14.0,14,"{""come"": 2, ""on"": 2, ""we"": 2, ""can"": 2, ""do"": 2, ""it"": 2, ""together"": 2}","{""come"": {""actual_score"": 79.0, ""normalized_score"": 1.58, ""normalized_rounded"": 2}, ""on"": {""actual_score"": 82.0, ""normalized_score"": 1.64, ""normalized_rounded"": 2}, ""we"": {""actual_score"": 60.0, ""normalized_score"": 1.2, ""normalized_rounded"": 1}, ""can"": {""actual_score"": 70.0, ""normalized_score"": 1.4, ""normalized_rounded"": 1}, ""do"": {""actual_score"": 82.0, ""normalized_score"": 1.64, ""normalized_rounded"": 2}, ""it"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}, ""together"": {""actual_score"": 60.0, ""normalized_score"": 1.2, ""normalized_rounded"": 1}}",4.38,salman,,1505687,4248,7979,2025-07-25 02:40:39.967,grade1_profile28425_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/11TAG0wYZNKNvU2chuDHmy3p-UdhMPMtn/view?usp=drivesdk,4.38,Lahore,The Educators,Come on. We can do it  together.,1
28425,It's locked. I can open it.,2,,post,It'sh rocked I can open it,It's i can open it,9.0,12,"{""it's"": 1, ""locked"": 0, ""i"": 2, ""can"": 2, ""open"": 2, ""it"": 2}","{""it's"": {""actual_score"": 67.0, ""normalized_score"": 1.34, ""normalized_rounded"": 1}, ""i"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""can"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""open"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}, ""it"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}}",3.58,rehma,,1505697,4248,7983,2025-07-25 02:41:15.212,grade1_profile28425_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1ZTyggh8rdRPamHgC62W9FPHjhb_7wIPj/view?usp=drivesdk,3.58,Lahore,The Educators,It's locked. I can open it. ,1
28425,This is Zara. She loves to draw. This is Faiz. He loves to build things.,3,,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,30.0,30,"{""this"": 2, ""is"": 2, ""zara"": 2, ""she"": 2, ""loves"": 2, ""to"": 2, ""draw"": 2, ""this.1"": 2, ""is.1"": 2, ""faiz"": 2, ""he"": 2, ""loves.1"": 2, ""to.1"": 2, ""build"": 2, ""things"": 2}","{""this"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}, ""is"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}, ""zara"": {""actual_score"": 69.0, ""normalized_score"": 1.38, ""normalized_rounded"": 1}, ""she"": {""actual_score"": 62.0, ""normalized_score"": 1.24, ""normalized_rounded"": 1}, ""loves"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""to"": {""actual_score"": 80.0, ""normalized_score"": 1.6, ""normalized_rounded"": 2}, ""draw"": {""actual_score"": 26.0, ""normalized_score"": 0.52, ""normalized_rounded"": 1}, ""faiz"": {""actual_score"": 50.0, ""normalized_score"": 1.0, ""normalized_rounded"": 1}, ""he"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""build"": {""actual_score"": 88.0, ""normalized_score"": 1.76, ""normalized_rounded"": 2}, ""things"": {""actual_score"": 73.0, ""normalized_score"": 1.46, ""normalized_rounded"": 1}}",7.75,salman,,1505715,4248,7982,2025-07-25 02:42:24.283,grade1_profile28425_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1AbpPGcPHM03peprotKbNvx7SUnvsf_3C/view?usp=drivesdk,7.75,Lahore,The Educators,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,1
28431,Come on. We can do it together.,1,,post,come on we can do it together,Come on come on we can do it it it together,14.0,14,"{""come"": 2, ""on"": 2, ""we"": 2, ""can"": 2, ""do"": 2, ""it"": 2, ""together"": 2}","{""come"": {""actual_score"": 57.0, ""normalized_score"": 1.14, ""normalized_rounded"": 1}, ""on"": {""actual_score"": 50.0, ""normalized_score"": 1.0, ""normalized_rounded"": 1}, ""we"": {""actual_score"": 57.0, ""normalized_score"": 1.14, ""normalized_rounded"": 1}, ""can"": {""actual_score"": 70.0, ""normalized_score"": 1.4, ""normalized_rounded"": 1}, ""do"": {""actual_score"": 49.0, ""normalized_score"": 0.98, ""normalized_rounded"": 1}, ""it"": {""actual_score"": 88.0, ""normalized_score"": 1.76, ""normalized_rounded"": 2}, ""together"": {""actual_score"": 49.0, ""normalized_score"": 0.98, ""normalized_rounded"": 1}}",12.23,salman,,1557046,4248,7979,2025-07-27 07:21:13.323,grade1_profile28431_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1oB9GirjW3v5t5w17oKp0eqxUoa-4nvlX/view?usp=drivesdk,12.23,Faisalabad,Oxford Grammar School,Come on. We can do it  together.,1
28431,It's locked. I can open it.,2,,post,I can open it,I can open it,8.0,12,"{""it's"": 0, ""locked"": 0, ""i"": 2, ""can"": 2, ""open"": 2, ""it"": 2}","{""i"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}, ""can"": {""actual_score"": 82.0, ""normalized_score"": 1.64, ""normalized_rounded"": 2}, ""open"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}, ""it"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}}",2.49,rehma,,1557050,4248,7983,2025-07-27 07:22:16.171,grade1_profile28431_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1XgaOhFFpDHryC86pvLR6CwapTvHz3mvv/view?usp=drivesdk,2.49,Faisalabad,Oxford Grammar School,It's locked. I can open it. ,1
