audio_filename,word,human_1,human_1_name,human_2,human_2_name,human_avg,ai_score,ai_minus_human_avg
grade1_profile28350_q2_LP_20251122_100201.mp3,is.1,,salman,,anum,,,
grade1_profile28350_q2_LP_20251122_100201.mp3,loves,,salman,,anum,,,
grade1_profile28350_q2_LP_20251122_100201.mp3,loves.1,,salman,,anum,,,
grade1_profile28350_q2_LP_20251122_100201.mp3,she,,salman,,anum,,,
grade1_profile28350_q2_LP_20251122_100201.mp3,things,,salman,,anum,,,
grade1_profile28350_q2_LP_20251122_100201.mp3,this,,salman,,anum,,,
grade1_profile28350_q2_LP_20251122_100201.mp3,this.1,,salman,,anum,,,
grade1_profile28350_q2_LP_20251122_100201.mp3,to,,salman,,anum,,,
grade1_profile28350_q2_LP_20251122_100201.mp3,to.1,,salman,,anum,,,
grade1_profile28350_q2_LP_20251122_100201.mp3,zara,,salman,,anum,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,can,2.0,ali,2.0,semal,2.0,1.0,-1.0
grade1_profile28371_q1_LP_20251122_095026.mp3,come,2.0,ali,2.0,semal,2.0,2.0,0.0
grade1_profile28371_q1_LP_20251122_095026.mp3,do,2.0,ali,2.0,semal,2.0,1.0,-1.0
grade1_profile28371_q1_LP_20251122_095026.mp3,it,2.0,ali,2.0,semal,2.0,1.0,-1.0
grade1_profile28371_q1_LP_20251122_095026.mp3,on,2.0,ali,2.0,semal,2.0,2.0,0.0
grade1_profile28371_q1_LP_20251122_095026.mp3,together,1.0,ali,0.0,semal,0.5,1.0,0.5
grade1_profile28371_q1_LP_20251122_095026.mp3,we,2.0,ali,2.0,semal,2.0,1.0,-1.0
grade1_profile28371_q1_LP_20251122_095026.mp3,i,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,it's,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,locked,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,open,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,build,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,draw,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,faiz,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,he,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,is,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,is.1,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,loves,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,loves.1,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,she,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,things,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,this,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,this.1,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,to,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,to.1,,ali,,semal,,,
grade1_profile28371_q1_LP_20251122_095026.mp3,zara,,ali,,semal,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,can,0.0,rehma,1.0,salman,0.5,0.0,-0.5
grade1_profile28376_q2_LP_20251122_100201.mp3,come,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,do,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,it,2.0,rehma,2.0,salman,2.0,2.0,0.0
grade1_profile28376_q2_LP_20251122_100201.mp3,on,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,together,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,we,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,i,2.0,rehma,2.0,salman,2.0,2.0,0.0
grade1_profile28376_q2_LP_20251122_100201.mp3,it's,2.0,rehma,2.0,salman,2.0,2.0,0.0
grade1_profile28376_q2_LP_20251122_100201.mp3,locked,0.0,rehma,1.0,salman,0.5,1.0,0.5
grade1_profile28376_q2_LP_20251122_100201.mp3,open,2.0,rehma,2.0,salman,2.0,2.0,0.0
grade1_profile28376_q2_LP_20251122_100201.mp3,build,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,draw,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,faiz,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,he,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,is,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,is.1,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,loves,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,loves.1,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,she,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,things,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,this,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,this.1,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,to,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,to.1,,rehma,,salman,,,
grade1_profile28376_q2_LP_20251122_100201.mp3,zara,,rehma,,salman,,,
grade1_profile28387_q3_LP_20251122_101304.mp3,can,,ali,,anum,,,
grade1_profile28387_q3_LP_20251122_101304.mp3,come,,ali,,anum,,,
grade1_profile28387_q3_LP_20251122_101304.mp3,do,,ali,,anum,,,
grade1_profile28387_q3_LP_20251122_101304.mp3,it,,ali,,anum,,,
grade1_profile28387_q3_LP_20251122_101304.mp3,on,,ali,,anum,,,
grade1_profile28387_q3_LP_20251122_101304.mp3,together,,ali,,anum,,,
grade1_profile28387_q3_LP_20251122_101304.mp3,we,,ali,,anum,,,
grade1_profile28387_q3_LP_20251122_101304.mp3,i,,ali,,anum,,,
grade1_profile28387_q3_LP_20251122_101304.mp3,it's,,ali,,anum,,,
grade1_profile28387_q3_LP_20251122_101304.mp3,locked,,ali,,anum,,,
grade1_profile28387_q3_LP_20251122_101304.mp3,open,,ali,,anum,,,
grade1_profile28387_q3_LP_20251122_101304.mp3,build,1.0,ali,1.0,anum,1.0,,
grade1_profile28387_q3_LP_20251122_101304.mp3,draw,1.0,ali,1.0,anum,1.0,,
grade1_profile28387_q3_LP_20251122_101304.mp3,faiz,2.0,ali,1.0,anum,1.5,1.0,-0.5
grade1_profile28387_q3_LP_20251122_101304.mp3,he,2.0,ali,2.0,anum,2.0,2.0,0.0
grade1_profile28387_q3_LP_20251122_101304.mp3,is,2.0,ali,1.0,anum,1.5,1.0,-0.5
grade1_profile28387_q3_LP_20251122_101304.mp3,is.1,2.0,ali,2.0,anum,2.0,,
grade1_profile28387_q3_LP_20251122_101304.mp3,loves,2.0,ali,2.0,anum,2.0,2.0,0.0
grade1_profile28387_q3_LP_20251122_101304.mp3,loves.1,2.0,ali,2.0,anum,2.0,,
grade1_profile28387_q3_LP_20251122_101304.mp3,she,2.0,ali,2.0,anum,2.0,1.0,-1.0
grade1_profile28387_q3_LP_20251122_101304.mp3,things,2.0,ali,2.0,anum,2.0,,
grade1_profile28387_q3_LP_20251122_101304.mp3,this,2.0,ali,2.0,anum,2.0,2.0,0.0
grade1_profile28387_q3_LP_20251122_101304.mp3,this.1,2.0,ali,2.0,anum,2.0,,
grade1_profile28387_q3_LP_20251122_101304.mp3,to,2.0,ali,2.0,anum,2.0,1.0,-1.0
grade1_profile28387_q3_LP_20251122_101304.mp3,to.1,2.0,ali,2.0,anum,2.0,,
grade1_profile28387_q3_LP_20251122_101304.mp3,zara,2.0,ali,2.0,anum,2.0,1.0,-1.0
grade1_profile28391_q2_QK_20251122_100724.mp3,can,2.0,salman,2.0,semal,2.0,2.0,0.0
grade1_profile28391_q2_QK_20251122_100724.mp3,come,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,do,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,it,2.0,salman,2.0,semal,2.0,2.0,0.0
grade1_profile28391_q2_QK_20251122_100724.mp3,on,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,together,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,we,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,i,2.0,salman,2.0,semal,2.0,2.0,0.0
grade1_profile28391_q2_QK_20251122_100724.mp3,it's,0.0,salman,0.0,semal,0.0,,
grade1_profile28391_q2_QK_20251122_100724.mp3,locked,0.0,salman,0.0,semal,0.0,,
grade1_profile28391_q2_QK_20251122_100724.mp3,open,2.0,salman,2.0,semal,2.0,2.0,0.0
grade1_profile28391_q2_QK_20251122_100724.mp3,build,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,draw,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,faiz,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,he,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,is,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,is.1,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,loves,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,loves.1,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,she,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,things,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,this,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,this.1,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,to,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,to.1,,salman,,semal,,,
grade1_profile28391_q2_QK_20251122_100724.mp3,zara,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,can,2.0,salman,2.0,semal,2.0,1.0,-1.0
grade1_profile28403_q1_LP_20251122_095026.mp3,come,2.0,salman,2.0,semal,2.0,1.0,-1.0
grade1_profile28403_q1_LP_20251122_095026.mp3,do,2.0,salman,2.0,semal,2.0,2.0,0.0
grade1_profile28403_q1_LP_20251122_095026.mp3,it,2.0,salman,2.0,semal,2.0,2.0,0.0
grade1_profile28403_q1_LP_20251122_095026.mp3,on,2.0,salman,2.0,semal,2.0,2.0,0.0
grade1_profile28403_q1_LP_20251122_095026.mp3,together,2.0,salman,2.0,semal,2.0,1.0,-1.0
grade1_profile28403_q1_LP_20251122_095026.mp3,we,2.0,salman,2.0,semal,2.0,1.0,-1.0
grade1_profile28403_q1_LP_20251122_095026.mp3,i,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,it's,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,locked,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,open,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,build,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,draw,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,faiz,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,he,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,is,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,is.1,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,loves,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,loves.1,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,she,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,things,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,this,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,this.1,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,to,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,to.1,,salman,,semal,,,
grade1_profile28403_q1_LP_20251122_095026.mp3,zara,,salman,,semal,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,can,2.0,ali,2.0,anum,2.0,2.0,0.0
grade1_profile28417_q2_QK_20251122_100724.mp3,come,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,do,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,it,2.0,ali,1.0,anum,1.5,2.0,0.5
grade1_profile28417_q2_QK_20251122_100724.mp3,on,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,together,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,we,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,i,2.0,ali,2.0,anum,2.0,2.0,0.0
grade1_profile28417_q2_QK_20251122_100724.mp3,it's,0.0,ali,0.0,anum,0.0,0.0,0.0
grade1_profile28417_q2_QK_20251122_100724.mp3,locked,2.0,ali,1.0,anum,1.5,1.0,-0.5
grade1_profile28417_q2_QK_20251122_100724.mp3,open,2.0,ali,2.0,anum,2.0,2.0,0.0
grade1_profile28417_q2_QK_20251122_100724.mp3,build,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,draw,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,faiz,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,he,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,is,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,is.1,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,loves,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,loves.1,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,she,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,things,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,this,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,this.1,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,to,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,to.1,,ali,,anum,,,
grade1_profile28417_q2_QK_20251122_100724.mp3,zara,,ali,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,can,2.0,semal,2.0,anum,2.0,2.0,0.0
grade1_profile28423_q1_LP_20251122_095026.mp3,come,2.0,semal,2.0,anum,2.0,2.0,0.0
grade1_profile28423_q1_LP_20251122_095026.mp3,do,2.0,semal,2.0,anum,2.0,2.0,0.0
grade1_profile28423_q1_LP_20251122_095026.mp3,it,2.0,semal,2.0,anum,2.0,2.0,0.0
grade1_profile28423_q1_LP_20251122_095026.mp3,on,2.0,semal,2.0,anum,2.0,2.0,0.0
grade1_profile28423_q1_LP_20251122_095026.mp3,together,1.0,semal,2.0,anum,1.5,2.0,0.5
grade1_profile28423_q1_LP_20251122_095026.mp3,we,2.0,semal,2.0,anum,2.0,2.0,0.0
grade1_profile28423_q1_LP_20251122_095026.mp3,i,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,it's,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,locked,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,open,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,build,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,draw,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,faiz,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,he,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,is,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,is.1,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,loves,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,loves.1,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,she,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,things,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,this,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,this.1,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,to,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,to.1,,semal,,anum,,,
grade1_profile28423_q1_LP_20251122_095026.mp3,zara,,semal,,anum,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,can,2.0,ali,2.0,salman,2.0,2.0,0.0
grade1_profile28457_q2_LP_20251122_100201.mp3,come,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,do,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,it,2.0,ali,2.0,salman,2.0,2.0,0.0
grade1_profile28457_q2_LP_20251122_100201.mp3,on,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,together,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,we,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,i,2.0,ali,2.0,salman,2.0,2.0,0.0
grade1_profile28457_q2_LP_20251122_100201.mp3,it's,2.0,ali,2.0,salman,2.0,2.0,0.0
grade1_profile28457_q2_LP_20251122_100201.mp3,locked,0.0,ali,2.0,salman,1.0,1.0,0.0
grade1_profile28457_q2_LP_20251122_100201.mp3,open,2.0,ali,2.0,salman,2.0,2.0,0.0
grade1_profile28457_q2_LP_20251122_100201.mp3,build,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,draw,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,faiz,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,he,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,is,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,is.1,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,loves,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,loves.1,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,she,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,things,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,this,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,this.1,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,to,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,to.1,,ali,,salman,,,
grade1_profile28457_q2_LP_20251122_100201.mp3,zara,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,can,1.0,ali,2.0,salman,1.5,0.0,-1.5
grade1_profile28509_q1_QK_20251122_095622.mp3,come,2.0,ali,2.0,salman,2.0,2.0,0.0
grade1_profile28509_q1_QK_20251122_095622.mp3,do,2.0,ali,2.0,salman,2.0,2.0,0.0
grade1_profile28509_q1_QK_20251122_095622.mp3,it,2.0,ali,2.0,salman,2.0,2.0,0.0
grade1_profile28509_q1_QK_20251122_095622.mp3,on,2.0,ali,2.0,salman,2.0,1.0,-1.0
grade1_profile28509_q1_QK_20251122_095622.mp3,together,1.0,ali,2.0,salman,1.5,1.0,-0.5
grade1_profile28509_q1_QK_20251122_095622.mp3,we,2.0,ali,2.0,salman,2.0,0.0,-2.0
grade1_profile28509_q1_QK_20251122_095622.mp3,i,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,it's,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,locked,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,open,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,build,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,draw,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,faiz,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,he,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,is,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,is.1,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,loves,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,loves.1,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,she,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,things,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,this,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,this.1,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,to,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,to.1,,ali,,salman,,,
grade1_profile28509_q1_QK_20251122_095622.mp3,zara,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,can,2.0,ali,2.0,salman,2.0,2.0,0.0
grade1_profile28516_q1_QK_20251122_095622.mp3,come,2.0,ali,2.0,salman,2.0,,
grade1_profile28516_q1_QK_20251122_095622.mp3,do,2.0,ali,2.0,salman,2.0,2.0,0.0
grade1_profile28516_q1_QK_20251122_095622.mp3,it,2.0,ali,2.0,salman,2.0,2.0,0.0
grade1_profile28516_q1_QK_20251122_095622.mp3,on,0.0,ali,2.0,salman,1.0,2.0,1.0
grade1_profile28516_q1_QK_20251122_095622.mp3,together,2.0,ali,2.0,salman,2.0,1.0,-1.0
grade1_profile28516_q1_QK_20251122_095622.mp3,we,0.0,ali,2.0,salman,1.0,2.0,1.0
grade1_profile28516_q1_QK_20251122_095622.mp3,i,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,it's,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,locked,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,open,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,build,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,draw,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,faiz,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,he,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,is,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,is.1,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,loves,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,loves.1,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,she,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,things,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,this,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,this.1,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,to,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,to.1,,ali,,salman,,,
grade1_profile28516_q1_QK_20251122_095622.mp3,zara,,ali,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,can,2.0,rehma,2.0,salman,2.0,2.0,0.0
grade1_profile30482_q2_LP_20251122_100201.mp3,come,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,do,,rehma,,salman,,,
grade1_profile30482_q2_LP_20251122_100201.mp3,it,2.0,rehma,2.0,salman,2.0,2.0,0.0
grade1_profile30482_q2_LP_20251122_100201.mp3,on,,rehma,,salman,,,
