audio_file_name,profile_id,pre_or_post,question_clean,word,word_position,total_ref_words,scorer,score,score_binary
grade1_profile28364_q3_LP_20251122_101304.mp3,28364,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,he,10,15,Rukhshan,2,1
grade1_profile28364_q3_LP_20251122_101304.mp3,28364,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,11,15,Rukhshan,2,1
grade1_profile28364_q3_LP_20251122_101304.mp3,28364,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,12,15,Rukhshan,2,1
grade1_profile28364_q3_LP_20251122_101304.mp3,28364,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,build,13,15,Rukhshan,0,0
grade1_profile28364_q3_LP_20251122_101304.mp3,28364,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,things,14,15,Rukhshan,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,0,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,1,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,zara,2,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,she,3,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,4,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,5,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,draw,6,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,7,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,8,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,faiz,9,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,he,10,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,11,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,12,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,build,13,15,Dania,2,1
grade1_profile28451_q3_QK_20251122_101834.mp3,28451,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,things,14,15,Dania,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,0,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,1,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,zara,2,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,she,3,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,4,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,5,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,draw,6,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,7,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,8,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,faiz,9,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,he,10,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,11,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,12,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,build,13,15,Amna,2,1
grade1_profile30586_q3_QK_20251122_101834.mp3,30586,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,things,14,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,0,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,1,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,zara,2,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,she,3,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,4,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,5,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,draw,6,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,7,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,8,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,faiz,9,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,he,10,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,11,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,12,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,build,13,15,Amna,2,1
grade1_profile28417_q3_QK_20251122_101834.mp3,28417,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,things,14,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,0,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,1,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,zara,2,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,she,3,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,4,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,5,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,draw,6,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,7,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,8,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,faiz,9,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,he,10,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,11,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,12,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,build,13,15,Amna,2,1
grade1_profile28498_q3_QK_20251122_101834.mp3,28498,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,things,14,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,0,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,1,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,zara,2,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,she,3,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,4,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,5,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,draw,6,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,7,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,8,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,faiz,9,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,he,10,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,11,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,12,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,build,13,15,Amna,2,1
grade1_profile28429_q3_LP_20251122_101304.mp3,28429,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,things,14,15,Amna,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,0,15,Amna,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,1,15,Amna,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,zara,2,15,Amna,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,she,3,15,Amna,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,4,15,Amna,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,5,15,Amna,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,draw,6,15,Amna,0,0
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,7,15,Amna,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,8,15,Amna,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,faiz,9,15,Amna,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,he,10,15,Amna,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,11,15,Amna,0,0
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,12,15,Amna,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,build,13,15,Amna,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,things,14,15,Amna,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,0,15,Rukhshan,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,1,15,Rukhshan,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,zara,2,15,Rukhshan,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,she,3,15,Rukhshan,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,4,15,Rukhshan,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,5,15,Rukhshan,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,draw,6,15,Rukhshan,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,7,15,Rukhshan,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,8,15,Rukhshan,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,faiz,9,15,Rukhshan,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,he,10,15,Rukhshan,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,11,15,Rukhshan,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,12,15,Rukhshan,2,1
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,build,13,15,Rukhshan,0,0
grade1_profile31184_q3_QK_20251122_101834.mp3,31184,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,things,14,15,Rukhshan,2,1
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,0,15,Semal,2,1
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,1,15,Semal,2,1
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,zara,2,15,Semal,2,1
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,she,3,15,Semal,2,1
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,4,15,Semal,0,0
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,5,15,Semal,2,1
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,draw,6,15,Semal,2,1
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,7,15,Semal,2,1
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,8,15,Semal,2,1
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,faiz,9,15,Semal,2,1
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,he,10,15,Semal,2,1
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,11,15,Semal,0,0
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,12,15,Semal,2,1
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,build,13,15,Semal,2,1
grade1_profile28518_q3_QK_20251122_101834.mp3,28518,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,things,14,15,Semal,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,0,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,1,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,zara,2,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,she,3,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,4,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,5,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,draw,6,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,7,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,8,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,faiz,9,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,he,10,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,11,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,12,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,build,13,15,Dania,2,1
grade1_profile30941_q3_LP_20251122_101304.mp3,30941,pre,This is Zara. She loves to draw. This is Faiz. He loves to build things.,things,14,15,Dania,0,0
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,0,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,1,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,zara,2,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,she,3,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,4,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,5,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,draw,6,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,7,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,8,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,faiz,9,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,he,10,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,11,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,12,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,build,13,15,Dania,2,1
grade1_profile30633_q3_QK_20251122_101834.mp3,30633,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,things,14,15,Dania,2,1
grade1_profile28401_q3_QK_20251122_101834.mp3,28401,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,this,0,15,Semal,2,1
grade1_profile28401_q3_QK_20251122_101834.mp3,28401,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,is,1,15,Semal,2,1
grade1_profile28401_q3_QK_20251122_101834.mp3,28401,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,zara,2,15,Semal,2,1
grade1_profile28401_q3_QK_20251122_101834.mp3,28401,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,she,3,15,Semal,2,1
grade1_profile28401_q3_QK_20251122_101834.mp3,28401,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,loves,4,15,Semal,2,1
grade1_profile28401_q3_QK_20251122_101834.mp3,28401,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,to,5,15,Semal,2,1
grade1_profile28401_q3_QK_20251122_101834.mp3,28401,post,This is Zara. She loves to draw. This is Faiz. He loves to build things.,draw,6,15,Semal,2,1
