audio_file_name,question,grader_1,grader_2,transcription_1,transcription_2,inter_grader_wer
grade1_profile28432_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,Rukhshan,Come on. We can do it together.,Come on. Vi can do it together.,0.14285714285714285
grade1_profile28469_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Dania,Rehma,Come on. We can do it together. ,Come o come onn. We can do it together,0.42857142857142855
grade1_profile28514_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,Amna,Come on. We can do eat together. ,Come on. Voi can do it together.,0.2857142857142857
grade1_profile28390_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Dania,Amna,It. I can open it.,I can open it.,0.2
grade1_profile30581_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rehma,Amna,It's isss lock. I can open it,tiks is locked. I can open it,0.42857142857142855
grade1_profile28469_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rukhshan,Amna,Iz locked. I caan open it.,It's locked. I can open it.,0.3333333333333333
grade1_profile30569_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Semal,Dania,Its lock. I can open it. ,It's lock. I can open it.,0.16666666666666666
grade1_profile30485_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rehma,Rukhshan,Isss loo. I can open it,Ees lock. I can open it.,0.3333333333333333
grade1_profile28355_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Rehma,Its lock. Eye can open it.,It's lock. I can open e,0.5
grade1_profile30695_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Dania,Rukhshan,It's locked. I can open it. ,It's locked. I can open it.,0.0
grade1_profile28369_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Semal,Rukhshan,It is uh. ,It's laacked.,1.0
grade1_profile28516_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Dania,Rehma,It's lock. I can open it.,Iss lock. I can open iit,0.3333333333333333
grade1_profile28347_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Amna,It's locked. I can open it.,It's lock. I can open it.,0.16666666666666666
grade1_profile28385_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Dania,Amna,It's lock. I can open it. it.,It's lock. I can open it. it,0.0
grade1_profile28399_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Rehma,Amna,Come on. We can,come on. we,0.25
grade1_profile28450_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Rukhshan,Amna,This is Zara. She loves to draw. This is Faaiz. He loves to build things.,This is Zara. She love to draw. This is Faiez. She love to build things.,0.26666666666666666
grade1_profile28510_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Dania,This is Zara. She love to draw. This is Faiz. He loved to build things.,This is Zara. She love to draw. This is Faiz. He loves to build things.,0.06666666666666667
grade1_profile30496_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Rehma,Rukhshan,This is Sara a. She she loves to drraw. This is Faas. He love to build buil thin,This is Zaraaa. She loves to draw. This is Faaz. He love to build thing.,0.3888888888888889
grade1_profile28463_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Rehma,This is Zara. She love to draw. Is this is Faiz. He love to building build thing build things.,This is Zara. She laf to drraw. Is this is Faiz. He laf to building build thing build thing,0.21052631578947367
grade1_profile28381_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Dania,Rukhshan,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.0
grade1_profile30665_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Rukhshan,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,Ths is Zaraa. She loves to draa. This is Faiz. He loves to build things.,0.2
grade1_profile30695_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Dania,Rehma,This is Zara. She loves draw. This is Faiz. He loves to build things.,This is Zara. She love drraw. This is Faiz. He loves to build thing,0.21428571428571427
grade1_profile31192_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Amna,This is Zara. She love to draw. This is Fair. He love to buildings.,This is Zara. She love to draw. This is Faiz. He love to buildings,0.07142857142857142
grade1_profile30581_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Dania,Amna,Come on. We can do it together. ,Come on. We can do it  together.,0.0
grade1_profile28493_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,Amna,Comon. We can do it together,Come on. We can do it  together.,0.3333333333333333
grade1_profile28385_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rukhshan,Amna,Come oon. We can do it geth togethe,Come on. We can do it  together.,0.375
grade1_profile28347_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,Dania,Come on. We can do it togeth. ,Come on. We can do it togeth.,0.0
grade1_profile28395_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,Rukhshan,Come on. We can do it  tooo gather.,Come on. We can do eet togader,0.375
grade1_profile31361_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,Rehma,Come on. We can do it to gather. ,Come on. We can do it  tooo gather.,0.125
grade1_profile30684_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Dania,Rukhshan,It's lock. I can open it.,It's loked. I can open it.,0.16666666666666666
grade1_profile30575_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Dania,Rehma,It's lock. I can open it.,It's lock. I can open it.,0.0
grade1_profile28471_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Amna,It's locked. I can open it. ,It's locked. I can open it.,0.0
grade1_profile30840_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Dania,Amna,It's locked. I can open it.,It's locked. I can open it.,0.0
grade1_profile28468_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Rehma,Amna,It's locked. I can open it.,It's locked. I can open it.,0.0
grade1_profile28465_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Rukhshan,Amna,It's lock. I can open it.,It's lock. I can open it.,0.0
grade1_profile28451_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Dania,This is Zara. She love to draw things. This is Faiz. He love to build things.,This is Zara. She loves to draw things. This is Faiz. He loves to build things. ,0.125
grade1_profile30823_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Rehma,Rukhshan,This is Zara. She love to drrraw. This is Faiz. He love to build things.,This is Zara. She loves to draaw. This is Faiz. He loves to build things.,0.2
grade1_profile30630_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Rehma,This is Zara. She loves to draw. This is Faiz. He love to build things.,This is Zara. She loves to drrraw. This is Faiz. He loves to build things.,0.13333333333333333
grade1_profile28388_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Dania,Rukhshan,This is Zara. She loves to draw.,This is Zara. She loves to draw.,0.0
grade1_profile28512_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Rukhshan,This is Zara. She loves to draw. This is Faiz. He loves to buld things.,This is Zara. She loves to draw. This is Faiz. He loves to bwild things.,0.06666666666666667
grade1_profile28428_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Dania,Rehma,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is face. He loves to build things.,0.06666666666666667
grade1_profile28429_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Amna,This is Zara. She loves to draw. This is mmm Faiz. He loves to bib build things.,This is Zara. She loves to draw. This is um Faiz. He loves to bi build things.,0.11764705882352941
grade1_profile30633_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Dania,Amna,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to drauw. This is um Faiz. He love to build things.,0.2
grade1_profile28444_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Rehma,Amna,This is Zara. She loves to draw. This is Face. He loves to blid things.,This is Zara. She loves to draw. This is Faiz. He loves to bilaid things.,0.13333333333333333
grade1_profile28465_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Rukhshan,Amna,This is Zara. She loves to draw. This is Fayez. He loves to built things.,This is Zara. She loves to draw. This is Faiez. He loves to build things.,0.13333333333333333
grade1_profile28376_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,Rukhshan,Come on. To kit together,Come aan. Do et togather,0.8
grade1_profile28376_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,Rehma,Come on we can do it to gather,Come on. We can do it  together.,0.25
grade1_profile30630_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,Rukhshan,Come on we can do it to gather,Come onnnn. We cannn do itt togather.,0.625
grade1_profile28468_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,Amna,Come on we can't gather,Come on. We can gether.,0.4
grade1_profile28498_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,Dania,Come on we can do it to get,Come on. We can do it toget.,0.25
grade1_profile28392_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,Rehma,Come on you can do it,Come on. You can do it,0.0
grade1_profile30575_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,Rukhshan,Come own we can do it to gather,"Come awn. We can do et togather,",0.5
grade1_profile28443_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,Amna,Come on we can do it together,Come on. We can do it  together.,0.0
grade1_profile28465_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,Dania,Come on we can do it together,Come on. We can do it together. ,0.0
grade1_profile31293_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,Rehma,Come on we can do it together,Come on. We can do it  tooogether.,0.14285714285714285
grade1_profile30569_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,Rukhshan,Come on we can do eat to gather,Come on. We can do eet together.,0.375
grade1_profile28465_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,Amna,Come on we can do it to get,Come on. We can do it  together.,0.25
grade1_profile30485_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,Dania,Come on we cant to eat do gather,Come on. We can do eet together.,0.625
grade1_profile28371_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Rehma,Its loo kid eye can topen i eat,It'ss lookid. I can topen I T it,0.75
grade1_profile28390_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Semal,Rukhshan,Its locked i can awpen it,It's locked. I can awpen it.,0.16666666666666666
grade1_profile28428_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Amna,Its locked i can awpen it,It's locked. I can open it.,0.3333333333333333
grade1_profile30472_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Semal,Dania,Its its looked i can pick it ,It's locked. I I can pet it.,0.5714285714285714
grade1_profile28369_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Rehma,Its lock i can open it,It's lock. I can open it,0.16666666666666666
grade1_profile30586_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Rukhshan,Its locked its locked i can open it i can open it,It's locked. I can open it.,0.5833333333333334
grade1_profile28382_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Semal,Amna,Is flock i can openly,It's lock. I can open it.,0.8
grade1_profile30490_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Dania,Its looked i can open it,It's loged. I can open it.,0.3333333333333333
grade1_profile28519_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Semal,Rehma,Its lock duh we khan open it,It's looock D. I can open it,0.7142857142857143
grade1_profile28401_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Semal,Rukhshan,Its lowked i can open it,It's loked. I can open it.,0.3333333333333333
grade1_profile30822_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Amna,Its locked i can awpen it ,It's locked. I can open it.,0.3333333333333333
grade1_profile28385_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Semal,Dania,Yes,Yes.,0.0
grade1_profile30626_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Rehma,Its locked i can open eat,It's locked. I can open it.,0.3333333333333333
grade1_profile28352_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Rukhshan,Its lot i can open it,It's locked. I can open it.,0.3333333333333333
grade1_profile28463_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Semal,Amna,It look i can open it,It's look. I can open it.,0.16666666666666666
grade1_profile31192_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Dania,It is Zara he love to draw it is faiz he love to paint shings,Yes.,1.0
grade1_profile28398_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Rehma,This is Zara she loves to draw this is Faiz he loves to buld things,This is Zara. She loves to draw. This is Faiz. He loves to buld things.,0.0
grade1_profile28421_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Rukhshan,This is Zara she loves to draa this is Faiz he love to build thing,This is Zaraaaa. She loves to draaa. This is Faiiiz. He loves to build things.,0.3333333333333333
grade1_profile28431_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Amna,This is Zara she loves two begin them love to,This is Zara. She love to..,0.4
grade1_profile28395_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Dania,These is Zara see loves to draa this is wais ee loves to build it,This is Zara. She loves to draw. This is Faiz. He loves to bild things.,0.4666666666666667
grade1_profile28375_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Rehma,This is Zara he love to draa this is faiz he loves to build thin,This is Zara. He love to drrraw. This is Faiz. He love to build thing,0.2
grade1_profile31204_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Rukhshan,This ease Zara she loves to draw this is Faiz he loves to build build dings,This is Zara. She loves to draw. This is Faiz. He loves to bwild things.,0.25
grade1_profile28473_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Amna,is Zara she love draw this is faiz he love to build thing,This is Zara. She lov to draw. This is Faiz. He love to build thing,0.23076923076923078
grade1_profile30626_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Dania,This is Zara she loves to drow this is Faiz he loves to build things,This is Zara. She loves to draw. This is Faiz. He loves to build things.,0.06666666666666667
grade1_profile28516_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Semal,Rehma,This is Zara she love to draw this is faiz he love to bewld thing,This is Zara. She loves to drraw. This is Faiz. He loves to biuld thing,0.26666666666666666
grade1_profile28519_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,Rukhshan,Come on. We can do it too gether.,Come on. We can do it togader.,0.25
grade1_profile28516_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Semal,Amna,Its lock. I can open it,It's lock. I can open it.,0.16666666666666666
