audio_file_name,question,grader,ai_model,human_transcription,ai_transcription,wer
grade1_profile28390_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Amna,voxtral mini,She loves to draw. This is faiz. He loves to build things,"She loves to draw, this is hers, he loves to hurt, thanks.",0.25
grade1_profile28390_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Abdullah,voxtral mini,she loves to daw. This is faiz. He loves to build things,"She loves to draw, this is hers, he loves to hurt, thanks.",0.3333333333333333
grade1_profile28390_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Amna,universal,She loves to draw. This is faiz. He loves to build things,She loves to go to dispells. He loves to hear things.,0.4166666666666667
grade1_profile28390_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Abdullah,universal,she loves to daw. This is faiz. He loves to build things,She loves to go to dispells. He loves to hear things.,0.4166666666666667
grade1_profile28390_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Amna,gpt-4o-transcribe (azure),She loves to draw. This is faiz. He loves to build things,"She loves to fall, he loves to hurt things.",0.4166666666666667
grade1_profile28390_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Abdullah,gpt-4o-transcribe (azure),she loves to daw. This is faiz. He loves to build things,"She loves to fall, he loves to hurt things.",0.4166666666666667
grade1_profile28390_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Amna,gpt-4o-transcribe (openai),She loves to draw. This is faiz. He loves to build things,"She loves to fall, he loves to hurt things.",0.4166666666666667
grade1_profile28390_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Abdullah,gpt-4o-transcribe (openai),she loves to daw. This is faiz. He loves to build things,"She loves to fall, he loves to hurt things.",0.4166666666666667
grade1_profile28390_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Amna,gemini-3.1-pro,She loves to draw. This is faiz. He loves to build things,She loves to draw different faces he loves to build things.,0.25
grade1_profile28390_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Abdullah,gemini-3.1-pro,she loves to daw. This is faiz. He loves to build things,She loves to draw different faces he loves to build things.,0.3333333333333333
grade1_profile28390_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Amna,sarvam,She loves to draw. This is faiz. He loves to build things,"She loves to follow the success, he loves to help things.",0.4166666666666667
grade1_profile28390_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Abdullah,sarvam,she loves to daw. This is faiz. He loves to build things,"She loves to follow the success, he loves to help things.",0.4166666666666667
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,scribe_v2,Come on we can do eat together,"Come on, we can do it together!",0.14285714285714285
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,scribe_v2,Come onnn. We can do it too gather,"Come on, we can do it together!",0.375
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,gemini-3-pro,Come on we can do eat together,Come on we can do it together,0.14285714285714285
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,gemini-3-pro,Come onnn. We can do it too gather,Come on we can do it together,0.375
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,voxtral small,Come on we can do eat together,"Come on, we can do it together.",0.14285714285714285
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,voxtral small,Come onnn. We can do it too gather,"Come on, we can do it together.",0.375
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,gemini-3-flash,Come on we can do eat together,"Come on, we can do it together.",0.14285714285714285
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,gemini-3-flash,Come onnn. We can do it too gather,"Come on, we can do it together.",0.375
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,universal-3-pro,Come on we can do eat together,"Come on, we can do it together.",0.14285714285714285
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,universal-3-pro,Come onnn. We can do it too gather,"Come on, we can do it together.",0.375
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,voxtral mini,Come on we can do eat together,"Come on, we can do it together.",0.14285714285714285
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,voxtral mini,Come onnn. We can do it too gather,"Come on, we can do it together.",0.375
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,universal,Come on we can do eat together,"Come on, we can do it together.",0.14285714285714285
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,universal,Come onnn. We can do it too gather,"Come on, we can do it together.",0.375
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,gpt-4o-transcribe (azure),Come on we can do eat together,"Come on, we can do it together.",0.14285714285714285
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,gpt-4o-transcribe (azure),Come onnn. We can do it too gather,"Come on, we can do it together.",0.375
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,gpt-4o-transcribe (openai),Come on we can do eat together,"Come on, we can do it together.",0.14285714285714285
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,gpt-4o-transcribe (openai),Come onnn. We can do it too gather,"Come on, we can do it together.",0.375
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,gemini-3.1-pro,Come on we can do eat together,Come on we can do it together.,0.14285714285714285
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,gemini-3.1-pro,Come onnn. We can do it too gather,Come on we can do it together.,0.375
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,sarvam,Come on we can do eat together,"Come on, we can do it together.",0.14285714285714285
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rehma,sarvam,Come onnn. We can do it too gather,"Come on, we can do it together.",0.375
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Dania,scribe_v2,Come on. We can do it to gether.,"Come on, we can do it together!",0.25
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,scribe_v2,Come on. We can do it together.,"Come on, we can do it together!",0.0
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Dania,gemini-3-pro,Come on. We can do it to gether.,Come on we can do it together.,0.25
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,gemini-3-pro,Come on. We can do it together.,Come on we can do it together.,0.0
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Dania,voxtral small,Come on. We can do it to gether.,"Come on, we can do it together.",0.25
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,voxtral small,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Dania,gemini-3-flash,Come on. We can do it to gether.,Come on we can do it together.,0.25
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,gemini-3-flash,Come on. We can do it together.,Come on we can do it together.,0.0
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Dania,universal-3-pro,Come on. We can do it to gether.,"Come on, we can do it together.",0.25
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,universal-3-pro,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Dania,voxtral mini,Come on. We can do it to gether.,"Come on, we can do it together.",0.25
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,voxtral mini,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Dania,universal,Come on. We can do it to gether.,"Come on, we can do it together.",0.25
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,universal,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Dania,gpt-4o-transcribe (azure),Come on. We can do it to gether.,Come on we can do it together.,0.25
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,gpt-4o-transcribe (azure),Come on. We can do it together.,Come on we can do it together.,0.0
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Dania,gpt-4o-transcribe (openai),Come on. We can do it to gether.,"Come on, we can do it together.",0.25
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,gpt-4o-transcribe (openai),Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Dania,gemini-3.1-pro,Come on. We can do it to gether.,"Come on, we can do it together.",0.25
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,gemini-3.1-pro,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Dania,sarvam,Come on. We can do it to gether.,"Come on, we can do it together.",0.25
grade1_profile28438_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,sarvam,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile28371_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,scribe_v2,komoon. voi can do it together,"Come on, we can do it together!",0.5
grade1_profile28371_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,gemini-3-pro,komoon. voi can do it together,Come on we can do it together,0.5
grade1_profile28371_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,voxtral small,komoon. voi can do it together,Tomorrow we can do it together.,0.3333333333333333
grade1_profile28371_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,gemini-3-flash,komoon. voi can do it together,Come on we can do it together.,0.5
grade1_profile28371_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,universal-3-pro,komoon. voi can do it together,"Come on, we can do it together.",0.5
grade1_profile28371_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,voxtral mini,komoon. voi can do it together,More we can do it together.,0.3333333333333333
grade1_profile28371_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,universal,komoon. voi can do it together,Moon. We can do it. Gather.,0.5
grade1_profile28371_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,gpt-4o-transcribe (azure),komoon. voi can do it together,"Mom, we can do it together.",0.3333333333333333
grade1_profile28371_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,gpt-4o-transcribe (openai),komoon. voi can do it together,"Mom, we can do it together.",0.3333333333333333
grade1_profile28371_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,gemini-3.1-pro,komoon. voi can do it together,"Come on, we can do it together.",0.5
grade1_profile28371_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,sarvam,komoon. voi can do it together,"Come on, we can do it together.",0.5
grade1_profile28388_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Abdullah,scribe_v2,I have done,I have done!,0.0
grade1_profile28388_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Abdullah,gemini-3-pro,I have done,I have done,0.0
grade1_profile28388_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Abdullah,voxtral small,I have done,I have done.,0.0
grade1_profile28388_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Abdullah,gemini-3-flash,I have done,I have done.,0.0
grade1_profile28388_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Abdullah,universal-3-pro,I have done,I have done,0.0
grade1_profile28388_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Abdullah,voxtral mini,I have done,I have done.,0.0
grade1_profile28388_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Abdullah,universal,I have done,I have done.,0.0
grade1_profile28388_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Abdullah,gpt-4o-transcribe (azure),I have done,I have done,0.0
grade1_profile28388_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Abdullah,gpt-4o-transcribe (openai),I have done,I have done,0.0
grade1_profile28388_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Abdullah,gemini-3.1-pro,I have done,I have done,0.0
grade1_profile28388_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Abdullah,sarvam,I have done,I have done.,0.0
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,scribe_v2,Come on we can do it two gethe ,"Come on, we can do it together!",0.25
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,scribe_v2,Come on. We can do it together.,"Come on, we can do it together!",0.0
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,gemini-3-pro,Come on we can do it two gethe ,Come on we can do it together,0.25
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,gemini-3-pro,Come on. We can do it together.,Come on we can do it together,0.0
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,voxtral small,Come on we can do it two gethe ,"Come on, we can do it together.",0.25
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,voxtral small,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,gemini-3-flash,Come on we can do it two gethe ,"Come on, we can do it together.",0.25
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,gemini-3-flash,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,voxtral mini,Come on we can do it two gethe ,"Come on, we can do it together.",0.25
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,voxtral mini,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,universal,Come on we can do it two gethe ,कम ओन वी कैन 2 it to get।,0.875
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,universal,Come on. We can do it together.,कम ओन वी कैन 2 it to get।,1.0
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,gpt-4o-transcribe (azure),Come on we can do it two gethe ,Come on we can do it together,0.25
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,gpt-4o-transcribe (azure),Come on. We can do it together.,Come on we can do it together,0.0
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,gpt-4o-transcribe (openai),Come on we can do it two gethe ,"Come on, we can do it together.",0.25
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,gpt-4o-transcribe (openai),Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,gemini-3.1-pro,Come on we can do it two gethe ,Come on we can do it together,0.25
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,gemini-3.1-pro,Come on. We can do it together.,Come on we can do it together,0.0
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Semal,sarvam,Come on we can do it two gethe ,"Come on, we can do it together.",0.25
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Rukhshan,sarvam,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Dania,scribe_v2,Come on. We can do it together.,"Come on, we can do it together!",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,scribe_v2,Come on. We can do it together.,"Come on, we can do it together!",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Dania,gemini-3-pro,Come on. We can do it together.,"Come on, we can do it together",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,gemini-3-pro,Come on. We can do it together.,"Come on, we can do it together",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Dania,voxtral small,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,voxtral small,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Dania,gemini-3-flash,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,gemini-3-flash,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Dania,universal-3-pro,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,universal-3-pro,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Dania,voxtral mini,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,voxtral mini,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Dania,universal,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,universal,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Dania,gpt-4o-transcribe (azure),Come on. We can do it together.,Come on we can do it together.,0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,gpt-4o-transcribe (azure),Come on. We can do it together.,Come on we can do it together.,0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Dania,gpt-4o-transcribe (openai),Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,gpt-4o-transcribe (openai),Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Dania,gemini-3.1-pro,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,gemini-3.1-pro,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Dania,sarvam,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30472_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Rehma,sarvam,Come on. We can do it together.,"Come on, we can do it together.",0.0
grade1_profile30506_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,scribe_v2,comeon. we can do it togetherr,"Come on, we can do it together!",0.5
grade1_profile30506_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,gemini-3-pro,comeon. we can do it togetherr,"Come on, we can do it together.",0.5
grade1_profile30506_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,voxtral small,comeon. we can do it togetherr,"Come on, we can do it together.",0.5
grade1_profile30506_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,gemini-3-flash,comeon. we can do it togetherr,"Come on, we can do it together.",0.5
grade1_profile30506_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,universal-3-pro,comeon. we can do it togetherr,"Come on, we can do it together.",0.5
grade1_profile30506_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,voxtral mini,comeon. we can do it togetherr,"Come on, we can do it together.",0.5
grade1_profile30506_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,universal,comeon. we can do it togetherr,Come on. We can't do it together.,0.6666666666666666
grade1_profile30506_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,gpt-4o-transcribe (azure),comeon. we can do it togetherr,"Come on, we can do it together.",0.5
grade1_profile30506_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,gpt-4o-transcribe (openai),comeon. we can do it togetherr,"Come on, we can do it together.",0.5
grade1_profile30506_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,gemini-3.1-pro,comeon. we can do it togetherr,"Come on, we get do it together.",0.6666666666666666
grade1_profile30506_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,sarvam,comeon. we can do it togetherr,"Come on, we can do it together.",0.5
grade1_profile28474_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Abdullah,scribe_v2,come on. we can do it together,"Come on, we can do it together!",0.0
grade1_profile28474_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Abdullah,gemini-3-pro,come on. we can do it together,"Come on, we can do it together.",0.0
grade1_profile28474_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Abdullah,voxtral small,come on. we can do it together,"Come on, we can do it together.",0.0
grade1_profile28474_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Abdullah,gemini-3-flash,come on. we can do it together,"Come on, we can do it together.",0.0
grade1_profile28474_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Abdullah,universal-3-pro,come on. we can do it together,"Come on, we can do it together.",0.0
grade1_profile28474_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Abdullah,voxtral mini,come on. we can do it together,"Come on, we can do it together.",0.0
grade1_profile28474_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Abdullah,universal,come on. we can do it together,"Come on, we can do it together.",0.0
grade1_profile28474_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Abdullah,gpt-4o-transcribe (azure),come on. we can do it together,"Come on, we can do it together.",0.0
grade1_profile28474_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Abdullah,gpt-4o-transcribe (openai),come on. we can do it together,"Come on, we can do it together.",0.0
grade1_profile28474_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Abdullah,gemini-3.1-pro,come on. we can do it together,"Come on, we can do it together.",0.0
grade1_profile28474_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Abdullah,sarvam,come on. we can do it together,"Come on, we can do it together.",0.0
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,scribe_v2,Come on we can do it two gether,"Come on, we can do it together!",0.25
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,scribe_v2,comeon. we can do it together,"Come on, we can do it together!",0.3333333333333333
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,gemini-3-pro,Come on we can do it two gether,"Come on, we can do it together",0.25
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,gemini-3-pro,comeon. we can do it together,"Come on, we can do it together",0.3333333333333333
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,voxtral small,Come on we can do it two gether,"Come on, we can do it together.",0.25
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,voxtral small,comeon. we can do it together,"Come on, we can do it together.",0.3333333333333333
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,gemini-3-flash,Come on we can do it two gether,Come on we can do it together.,0.25
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,gemini-3-flash,comeon. we can do it together,Come on we can do it together.,0.3333333333333333
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,universal-3-pro,Come on we can do it two gether,"Come on, we can do it together.",0.25
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,universal-3-pro,comeon. we can do it together,"Come on, we can do it together.",0.3333333333333333
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,voxtral mini,Come on we can do it two gether,"Come on, we can do it together.",0.25
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,voxtral mini,comeon. we can do it together,"Come on, we can do it together.",0.3333333333333333
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,universal,Come on we can do it two gether,"Come on, we can do it together.",0.25
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Amna,universal,comeon. we can do it together,"Come on, we can do it together.",0.3333333333333333
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Semal,gpt-4o-transcribe (azure),Come on we can do it two gether,Come on we can do it together.,0.25
