audio_file_name,Submitted Audio Link,Question,Tab,Human Transcription,,
grade1_profile28457_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1JirQQzQrOV4BMjAR_uZn_OcHJQpVKYAW/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile28382_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1RL-Kyvq3RU3vcutpzU5z8XIGQ7-yaFJh/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiz. He loves to build thing.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile31184_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1t_e_ZAoW15H4SZjhMfmV1nqo3O22T6r-/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiz. He loves to building thing.,,
grade1_profile28389_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1rDGf9hCe5-b177uRb92NZhl-4_DEjPtY/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,"This is Zara. She lave to draw. This is Faiz. He love to ""bou-ild"" things.",,
grade1_profile28512_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1THrjHgHbxnONvVdW9VZIWtt5ozVHA-o-/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,Aoa. ye mushkil reading hay. mai ye nahe kar sakti.,OTHER: Student reports sentence is too difficult to read.,
grade1_profile30485_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1pb6PO7MxncSiiAltCM8LmuEVWJRv_Y7_/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. He love to draw. This is Faiz. He love bul thing.,,
grade1_profile28401_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1GlXFe2qZe58zNYqhM_N_GsICPwI_tHOf/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28432_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1fvnQk8YidLdRPMX_J6KfSMgH_47I2VEc/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28423_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1Uv7a9Rs42CaplAL-1mUXwr6YwUdSAhFH/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28399_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1uKWKeZslAZ6C-LcRjijZL8pozw_vKO3D/view?usp=drivesdk,Come on. We can do it  together.,Q1,Aoa Mam,OTHER: Student wants to talk with a teacher,
grade1_profile28350_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1eGhMOovyKhy-PlpPUzP0UDmKMBxmYpHU/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28402_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1MxyIf3OMemE8oUSwu4czkBvCuWDh1OF4/view?usp=drivesdk,It's locked. I can open it.,Q2,It's loot. I can open it.,,
grade1_profile28474_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1NkIJUV8b5P27Z0PYuDsaGln9xM0EjNrL/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile30589_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1lmXLGoaIDdTi1aetsdeCA2XIqW7I61Xf/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile30481_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1KdNxbqHu6uh4qcCFjQlFwMqtQKpl8FqD/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile31205_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1WpB8a7yhD3aLFVxfRob-FxN3EAsbb-A_/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile30596_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1YJBy_YNztsMDrdeC207cEwzR0uLETpeg/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He lave to build things.,,
grade1_profile30695_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1I8kfr4wMaza9COI6rHNuE0yuLv-8ohac/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,,
grade1_profile28392_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Q96qmLsvD_7UJZLy2pdzSCBETmUqJJb6/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build ,,
grade1_profile30476_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1DBbh-amVi4tM3WBNIz03THyN93woHVvx/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faaz. He loves to build things.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile28446_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1sV1Giq4LPZkFd2LuC2FVy1dM_cN7p6AO/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build thi,,
grade1_profile28444_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1qTzfjC1AktYSSdaH4oNS6C6L8T9vi5cG/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build thi,,
grade1_profile31204_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1-64-E36FLmhPcLbj38XjzOFRY3ep8N3J/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to build draw. This is Faiz. He loves to build things.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile31284_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1q8r9DQAWki1N-AA45Zb358BUh-NN54ue/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,⁠HELP_FROM_PARENT_OR_SIBLING,"struggling with ""build"""
grade1_profile28363_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/177sUC524xVn4DtcO-QJSMYWsCDINy-YS/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28485_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/18n_LXElVA5YVi8rekZxO40yQJ7GoKh7t/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it thood.,,
grade1_profile30485_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1FeZSgvjjUXwiAYYYRei0QnF1aUO09kL2/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. Voi can do it together.,,
grade1_profile28514_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1q4jft3Czh9c1qsfRk22lQtF_11ekXWQ9/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. Voi can do it together.,,
grade1_profile28390_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1nr4Oic4tws_w4wrCq1ybSKmpuPNao_7L/view?usp=drivesdk,It's locked. I can open it.,Q2,I can open it.,⁠INCOMPLETE_AUDIO,
grade1_profile30581_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/14C4ySrqYHc5ecbUT0j5q0L6y-18C0I3A/view?usp=drivesdk,It's locked. I can open it.,Q2,tiks is locked. I can open it,,
grade1_profile28469_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1rHUxuIMmk0uBcFV0GddGzqbtZ9opE5jI/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28381_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1phSPL2hdzqHQ9dwuOri-1fF5xHd8ZUSJ/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28371_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1p7_5z52DnDlQyCt553Cms3y0Y2BUQEtD/view?usp=drivesdk,It's locked. I can open it.,Q2,It's look. It's look. I can open it.,,
grade1_profile28438_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1BOTl4qG_aJ34VgzBAeXRrSJwN5MMpPNa/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28347_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1R_O9wgKnngavQWktdDFbGDIp4pVr7qHO/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,,
grade1_profile28385_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1po-fV5lTOsd_H2tOaT1l8zQ5pNjrKqrr/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,It's lock. I can open it. it,,
grade1_profile28399_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1Pf66ZYxlVk5wi8lF0Rm_kHiwmY6NI5n-/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,come on. we,STUDENT_ANSWERS_THE_WRONG_QUESTION,
grade1_profile28450_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1uIzUqI0Zii9AA_X8uy8X86NlnRMd9oH5/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiez. She love to build things.,,
grade1_profile30472_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1JpI2IiBqEYzAMU99_HqssD7v70NaaBXz/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to drawing. This is Faaz. He love to big thing,,
grade1_profile28369_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1_CpxVvppu_1YMx76ZOgfbpSdHHbFBZp3/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile28485_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Q-2PysNcudmHObIK3CuJs9Sk14eI_Ani/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,,
grade1_profile31192_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1BSnCceCRB5dbHtH82wV2g-j9rmJiRiG7/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiz. He love to buildings,,
grade1_profile30581_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1XUTyO6Cdj26B7bMYyrVoq00-IfFgHpD9/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28493_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1F24lUsR2aHlitypxA15sVnVd5mTQxKYj/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28385_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1muwzE7DsJw1PGE1JYwy3LOGVd-R1RPtZ/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile30633_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1mtlqAuVaJKUZgOo9Kgz79wmTcC3bNTRu/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile31361_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/11LIvD0ajRvwmPu0UEu-xejMifVzZfOT-/view?usp=drivesdk,It's locked. I can open it.,Q2,It lock. I can open it.,,
grade1_profile28456_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/17JuxIP_bLCXBHa2eOICuFECYo5y-lXvy/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28471_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1D4KLnI4TonUOKgcwe48AdtQmMNQ_eeYe/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile30840_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1xKwqQnZruMHGLdo9kzyO-07vyxWohSfL/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28468_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1_ZxSW7u2b7DmVslyzimy4C2Cpm1SUXrB/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28465_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1KcjjjZOAuJg5xDmHM1oGo2zBBq6q279v/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,,
grade1_profile30586_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/17g2b-3dEkAjyB_pxMjRifaYN9iW_c_DL/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile28417_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/18sDP0wJ4tWwdV-ZdNF13YZz-k0RJwVGO/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile28498_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Q7WhE36Pu0eOq4yQTbj2wzLNhjTT6Bwz/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,,
grade1_profile28429_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1PqP1Pwsp7UkyKL7vGwUtK6MR8tlD5q2J/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is um Faiz. He loves to bi build things.,,
grade1_profile30633_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1SbpRebeN4H3FsI5DCm7lXUwMz8vVasmm/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to drauw. This is um Faiz. He love to build things.,,
grade1_profile28444_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1M6LLJn0zaisOZQECm1h0RR4F0c2PbM-C/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to bilaid things.,,
grade1_profile28465_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1fsjnPPw1YJaj0bNn-Ued8oQJtm_WkM9s/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiez. He loves to build things.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile28391_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1jernYLW_5qqcrnj6Y1EdKHeOAxp3Ne7L/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28468_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1Uaz4ZZpZ1e78Q79Zzh7N8LgRjANwevu0/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can gether.,,
grade1_profile28443_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1S7rvRIEal6sBaatoaJer2YMm0y5pruGG/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28465_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1_dR5UQgz84V4VqCQugrB75cAqa02Si62/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28428_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/15Sywz3VG7aWEVwWvlTk67QXNXm_20P0k/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28382_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1MMNldvn1dou4r_wDd_qq3qB-0Zot5d5v/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,,
grade1_profile30822_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1iZWtpcm8qR4bwLwa0XAoiKtgsx3pWLZR/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28463_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1nuYNbDfUjytcOx4dYG32f53abXNEZdJh/view?usp=drivesdk,It's locked. I can open it.,Q2,It's look. I can open it.,,
grade1_profile28431_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/17coS8esTy9OI82wIvHwPYMT-zX0GADCi/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to..,INCOMPLETE_AUDIO,
grade1_profile28473_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1RU0EMeuA61TCUU0YlJDlKwrZYkyspPfr/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She lov to draw. This is Faiz. He love to build thing,,
grade1_profile28516_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1vlc---35_95u9xVKBqstBON5GlrteiY5/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,,
grade1_profile28425_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1AbpPGcPHM03peprotKbNvx7SUnvsf_3C/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She guv to draw. This is Faiz. He guv to build things.,,
grade1_profile30822_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1-vHhDtwp7aluqZYoV-Us85FzkMKtnyxk/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile28398_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1LsEG5rTzjPw1dpfAXLCbAPZFFTWGZ8v_/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile30472_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1oqFT_tz1SpewhMNNtW1Z-dQD29PXWI6N/view?usp=drivesdk,Come on. We can do it  together.,Q1,welcome now. We can do it today,,
grade1_profile28388_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1z9xm18DKMCnbABCWjsXMh9OzENz9Xg-7/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile28431_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1XgaOhFFpDHryC86pvLR6CwapTvHz3mvv/view?usp=drivesdk,It's locked. I can open it.,Q2,look. I can open it.,INCOMPLETE_AUDIO,
grade1_profile28451_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1gSMojvEwGJhOdrYPeT68VyftWY6p9bNp/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He love to build things.,,
grade1_profile30485_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1ePRzkwWu_WKMikWV8N8zTJZ9L2Q3WGJX/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Sara. She lave to la. This is Faiza. He love to bolid things.,⁠HELP_FROM_PARENT_OR_SIBLING,
grade1_profile28363_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1wxhf_dJ79arYR6FA2xH2npWP2YlRxqnH/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. She He loves to draw build thing.,,
grade1_profile28363_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/11JV1lkLmuzTyzD7yN4xotjXg7l8KnoF6/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28456_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1dCMSzpX6LJQJdJrdw8lH5YZYSbodAm6W/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28470_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1pWWumEHyNT6M_aVPgxOpCMUHKJo-9wYT/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile31207_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1znls_9ImLOjmzM5oLlzYfo6DLHlvEor_/view?usp=drivesdk,Come on. We can do it  together.,Q1,Cam on. We can do it  together.,,
grade1_profile30941_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/18CDgEGdBc4MyIX1XpPW70SDN_e9X0VpK/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it at togato,,"struggling with ""together"""
grade1_profile30596_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/11LDFjjCqaiFddLweUJwB98Ifqju2Anmc/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28382_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1WiH5W_Qx1Fu2JFFmeLJtBKxBf740dviK/view?usp=drivesdk,It's locked. I can open it.,Q2,It lock. I can open it.,,
grade1_profile28438_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/17oiztnaYYA-kVz_BhWXQiktowe3FAm0j/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28474_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1ZgyZ8bXq_MTSH3anycfJMNPi6mBzfVoA/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile30467_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1qGBMTShaRoP0ep1VbSClVSUyeuLfo1B2/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,,
grade1_profile28473_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1m5frDI2566L4PZz0U2abQrxcpPbtOxnx/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,,
grade1_profile30581_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1HC0hWKLd-0xdGEVcArrF4fbIeHFWsZz6/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,,
grade1_profile28469_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1nWLLJWZDibDW0DTWlwq8K9PZhafmKD4s/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiz. He loves to build things.,,
grade1_profile28382_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1FK_8nRDIm_mUeg862zM6kbqnQQfkwjFr/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile31192_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1AC8l0qoomxKz9Q3D1OJzjKHLnU8mlChB/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28446_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/12x6PDPo76MGSMzLeGR-YUySMk-THBRfg/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28364_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/13kJ_aDOWeGgbXn7RK3UgSn8e2vPvWwQI/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28421_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1yYOH8L9TGxSI2yidzU6Z9JGsIhVyw7uE/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile30693_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/16Z620e3tK2oayW-M94VQeU9yWaNodktD/view?usp=drivesdk,It's locked. I can open it.,Q2,-,MISSING_AUIDO,
grade1_profile28432_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1QbD9lX4ELjjGb1G6xlPCZUhyY9158_d5/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,,
