audio_file_name,Submitted Audio Link,Question,Tab,Human Transcription,ERROR
grade1_profile28375_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1d1gyn59xzVI5dq87l5dQyKbLtLxAse-m/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile28444_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/19wx9-h8ymfhTN-ryaUwabCh307K-8zA5/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.,
grade1_profile30589_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1G-utGnkGYzCAlSxczraLvcrf15vNVSNa/view?usp=drivesdk,Come on. We can do it  together.,Q1,on. We can do it together.,INCOMPLETE_AUDIO
grade1_profile28432_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1ixqJBjLrC3Shf_tlgQtAquzISR08Q_So/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. Vi can do it together.,
grade1_profile28510_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1NRwgWDN9H5WyAtqqa9_ybmgTRkLodk7S/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. Vi can do it together.,
grade1_profile28385_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1gkbpNBrQ1ycVcqxq4DMbA43h9sCE19jI/view?usp=drivesdk,Come on. We can do it  together.,Q1,Yes I do,"STUDENT_ANSWERS_THE_WRONG_QUESTION
"
grade1_profile28387_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1GPVCjln4vAkn83WffmEnjyDZq3j2XB4N/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it togather.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile28470_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1yzUuZW8hBWLbl-mUXYRWppU5grXD3EEi/view?usp=drivesdk,Come on. We can do it  together.,Q1,Assalam O Alaikum Ma'am. Come on. We can twogather,
grade1_profile28385_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1muwzE7DsJw1PGE1JYwy3LOGVd-R1RPtZ/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come oon. We can do it geth togethe,INCOMPLETE_AUDIO
grade1_profile28395_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/18AGnKMogF0tw9Y50SwNvuex-GO1mNo5_/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do eet togader,BACKGROUND_NOISE
grade1_profile28376_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1S_LHQa0uSEoUEr2EAPDkOkmuVPKxHQZa/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come aan. Do et togather,
grade1_profile30630_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1_P3egLc_8tab7-Asjm9QbixfTIuaGbrI/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come onnnn. We cannn do itt togather.,
grade1_profile30575_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1sByTJAJ7EKVXMecGPHWiDB_-ENAJC356/view?usp=drivesdk,Come on. We can do it  together.,Q1,"Come awn. We can do et togather,",
grade1_profile30569_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1OIfzQdxJWi5rXPcFmnb2FmsnEz8rqYq2/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do eet together.,AUDIO_NOT_CLEAR
grade1_profile28519_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1He-oMjYz_2xB_fMXyUktT6TBEuI5o0PH/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it togader.,
grade1_profile28519_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1Aa8dgi0FdqW3jBOda2B-_TyOG1CUEjSU/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it togather.,
grade1_profile28475_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1ilNl0Irp3KpD2fjtEVYy2DOjdHN2WkjH/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it togather.,
grade1_profile28512_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1RK5rvndliJUPe28fi99pOvk6azmRdDrK/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it togaatherr.,
grade1_profile31284_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1giRhhVQ-DJo0dLwJw0Ud42WcHz2q_x3H/view?usp=drivesdk,Come on. We can do it  together.,Q1,Onnnn. We caan do it together.,
grade1_profile28471_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1ZZsINQNakoTd6OkVhZbN7rm5vh1TaLVN/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.,
grade1_profile30586_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1oklEnb6Bz1HU2UflEANBcj5Hh5ureqZE/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile28382_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1FK_8nRDIm_mUeg862zM6kbqnQQfkwjFr/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come oon. We can do eet togather.,
grade1_profile28469_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1nyveoJ947IXbuuVT5c_JCaUU7NuR8vbg/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.,
grade1_profile28474_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1otR4XqLtsOjbYvfCmw8MB14O-frdRRji/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it togather.,
grade1_profile30665_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1iDsP_Dcry3JE2wwU_e99y045pGWj6NuT/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it togather.,
grade1_profile28451_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1yFV9CoFQN3lU-90pmcLa2XUTWzHUSMzy/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.,
grade1_profile28457_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1KUoVTYLcp7M4ojcCn1QZ0HcZY7ozLZi0/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.,BACKGROUND_NOISE
grade1_profile28352_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1JrmIohQ5y-dbBcsvcsh_qYBtKtVv7Klp/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do eet togather.,
grade1_profile28468_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/13By6azb5IHr6tjEl1RwbTeILgVW7cvrj/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile30569_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1ZDTuBKIcuQwpwysQSrdEqunxaEidOy0L/view?usp=drivesdk,Come on. We can do it  together.,Q1,Onnn. We can do it together.,INCOMPLETE_AUDIO
grade1_profile28431_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1oB9GirjW3v5t5w17oKp0eqxUoa-4nvlX/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come ooonn. Come on. Wee caannn dooo ittt twogether,
grade1_profile28423_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/10elorxxpdjLEWacskgdqBPNPCmFwXGEc/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it togather.,
grade1_profile28398_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1Zq5-xyJeO2_ViCEzZ5PI5roFEY--dCNc/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,
grade1_profile28344_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1QTRJRZAMTEv7zW1g9z6QVADq8Ra2QGLc/view?usp=drivesdk,It's locked. I can open it.,Q2,It's looked. I can open it.,
grade1_profile31204_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1uFOyc_NgkgcdReZ_ymSwuY2nQiGobmKV/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. Eye caan open it.,
grade1_profile30586_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1_6IrNuK2IXDHHiytAAUYJQVkUZp5m66x/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile28392_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1nC7ve9ZZNxI848XUEswGCEgR3d_M9HUR/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile30822_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1nn3M-SCQCKpveJTvMgfz_TrsuTEUkGRL/view?usp=drivesdk,It's locked. I can open it.,Q2,It's loocked. I can open it.,
grade1_profile28441_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/19gGOoAH3fwM5VEfROQqUIaYV3blAoChO/view?usp=drivesdk,It's locked. I can open it.,Q2,It's looked. I can awpen it.,
grade1_profile31204_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1LqH-50gXpkwUGsyB7MBq2cshdeBMK15D/view?usp=drivesdk,It's locked. I can open it.,Q2,It's loked. I can open it.,
grade1_profile28469_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1JLj3A8BOkSSyxrQEeUglWchBj-vk0miZ/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,
grade1_profile28510_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1iWqVY7zIix1pi_h5T3ysTg1dAIsHsXJw/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,
grade1_profile30941_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1Q9JOYZywMOnDvAAkpMhqLo2PB-ug_Thm/view?usp=drivesdk,It's locked. I can open it.,Q2,Ittt lock. Can pa apaen eet it,
grade1_profile28469_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1rHUxuIMmk0uBcFV0GddGzqbtZ9opE5jI/view?usp=drivesdk,It's locked. I can open it.,Q2,Iz locked. I caan open it.,
grade1_profile30485_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/19xR9GVubzwVX6EgCKqQfXJLu6Zqj5YMy/view?usp=drivesdk,It's locked. I can open it.,Q2,Ees lock. I can open it.,
grade1_profile30695_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1DFQuDGo7epM1qqzqJkFy8WfA75_BlcdA/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile28369_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1mWGhYidrOqA-SYv9KytXyG-4xMGUsAQD/view?usp=drivesdk,It's locked. I can open it.,Q2,It's laacked.,"[AUDIO_NOT_CLEAR, INCOMPLETE_AUDIO]"
grade1_profile30840_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1QSDJwkfpvWATF2kzUk_hB6_Sl4e4hFN0/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,
grade1_profile30684_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1IDlHG4wbIwns95wVzgBwCg7QkO_Ae5G4/view?usp=drivesdk,It's locked. I can open it.,Q2,It's loked. I can open it.,
grade1_profile28364_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1I57jLMO3LqtUQMwemcLQxRTbiHT71y1r/view?usp=drivesdk,It's locked. I can open it.,Q2,,BACKGROUND_NOISE
grade1_profile31293_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1oQixOq7QMniDJyKRpWa7Qo6JfFO72y9j/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,
grade1_profile28389_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1Gj-HUaDscaCrN14bfxwRWqhsocZ7ZPLM/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,
grade1_profile28441_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1CDFVGxk0bSFD6pgvdZqQrjTxBfhSIyjp/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,
grade1_profile28465_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1KcjjjZOAuJg5xDmHM1oGo2zBBq6q279v/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,BACKGROUND_NOISE
grade1_profile28390_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1_vnqtUSjmr3mfSHQ9r2r4b5e46FC9W75/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can awpen it.,
grade1_profile30586_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1p-EL9SsY61VKmedUukqKrPkPdkEpf9Id/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile28401_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1_gsWLr3Ah9Zl7p65VKuRgyOBpvxQWAid/view?usp=drivesdk,It's locked. I can open it.,Q2,It's loked. I can open it.,
grade1_profile28352_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1p9yFaeUuLIm2zsMuP8ao5o3BSOlPImjw/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,
grade1_profile30482_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/19e6N8XP7yqS6SS1zHrte76Fr1kdYkFQ4/view?usp=drivesdk,It's locked. I can open it.,Q2,It's looked. I can open it.,
grade1_profile28446_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1gyXSUmWGyXFOAJUr2bMnlSyI-EPPBxuO/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,
grade1_profile28382_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1WiH5W_Qx1Fu2JFFmeLJtBKxBf740dviK/view?usp=drivesdk,It's locked. I can open it.,Q2,It's a lock. I can open it.,BACKGROUND_NOISE
grade1_profile28512_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1EH-6YttTBZFaIiXCHsM_HiThpjbyirYS/view?usp=drivesdk,It's locked. I can open it.,Q2,Lock it. I can open it.,
grade1_profile28389_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1ekFl2B5omJbkL_dMgWnC6-26zrBw5R6y/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open eet.,
grade1_profile28421_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1_vOl-dbxm4QM-tjb3rZVBFbMSgwJUvbb/view?usp=drivesdk,It's locked. I can open it.,Q2,It's loocked. Eye can awpen ee,INCOMPLETE_AUDIO
grade1_profile28359_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/14h02qdid2LxCuLFVsc4SuIYNkiCPIjfh/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lockid. I can ooopin open e,INCOMPLETE_AUDIO
grade1_profile28387_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/13zkvK5glvftB20BsZmdPmdQwBST0rmkJ/view?usp=drivesdk,It's locked. I can open it.,Q2,It'suh lockeduh. I can open it,
grade1_profile31203_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1ZETZf7yiTU5oFdoBJgwMmiC7amV-q6Mi/view?usp=drivesdk,It's locked. I can open it.,Q2,It's laacked. I can open it.,
grade1_profile30589_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1QUJXiisG5X2L24fyFtMIQAL22b3LFHDG/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. Eyeee cann open eet.,
grade1_profile28350_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1KlOcYrDlORtcuMaYIpgtqjMXuVBhDRn-/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can openeet,
grade1_profile28514_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1PeQUzbzxS-GZ35ClselmGK-9QfDbmlTw/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can awpen it.,
grade1_profile30630_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1dpCwPCU6DIrGDJi_O5zaUZJei6_flcGy/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. Eye can awpen it.,
grade1_profile28493_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1LmMRS1Srxo8HgPdywpcuybIHi8ub3vT9/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,OTHER: Link not working
grade1_profile31284_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1g5dwUSrYe4QF3oyPKgEzshCz9EEAwN3v/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to buyend things.,
grade1_profile31184_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1FmI5BLV6ejQ0nCa3KiNecgn5JA2xZxdH/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faaa. He loves to bubbles things.,
grade1_profile31184_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1t_e_ZAoW15H4SZjhMfmV1nqo3O22T6r-/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to building things.,BACKGROUND_NOISE
grade1_profile28391_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1KA1zDCHJrxeNa-oRRFmyVcyHRvX7B636/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to dadra. This is Faiz. He loves to build thangs.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile28364_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1FSwPlTfqOH99dVlFkSm7I21sNup95Kjr/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She laaves to draw. This is Faiz. He loves to baild things. ,
grade1_profile28401_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Z3yV-XKZzf8QplVltwNxGRoe8BFbmGTG/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,AUDIO_NOT_CLEAR
grade1_profile30596_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1YJBy_YNztsMDrdeC207cEwzR0uLETpeg/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She laves to dra. This is Faiz. He loves to build things.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile30684_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1p-c-LhHjaru2tSeLf3qG5zXxnFTUi1xb/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to bwuild things.,
grade1_profile30506_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1v7MB938dlK8P-e0xiEu9aF7zabRJ26MK/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. I. Is it draw. This is like draw.,
grade1_profile30490_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1naPGkkNU_uwLsjShMzDFMMja3wrqhhfW/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draaw. This is Faiza. Faiz. He love to builduh things.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile28381_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1WBNjiigM8fEJH4jNSzWN05qYdGK6VKWr/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draa. This is a Faiz. He loves to build things.,
grade1_profile28355_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1SighepDsuk_yI-cjOmu0IZZF4i-GPP92/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She lauve to darw. This is Faiz. He loves boold things.,
grade1_profile28519_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1hgI44VWMkmRHPdmUCb-AuPr7E3oFtOkU/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. ShHe loves to build things.,
grade1_profile31284_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1q8r9DQAWki1N-AA45Zb358BUh-NN54ue/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draaa. This is Faiz. He laves to builduh things.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile31293_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1FeoxXU6dr038ObC68bpvQpNW37Xj9TuH/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zaraa. She lauves to draw. This is Faiz. He love to bail bailduh things,
grade1_profile28359_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/15IAnyqTBZ3XrRErpPhMg6tVByZOo4eyh/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This iiss. This is Zaraa. She loves to draw.,
grade1_profile28450_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1uIzUqI0Zii9AA_X8uy8X86NlnRMd9oH5/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faaiz. He loves to build things.,
grade1_profile30496_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1m62hiSohuyprJeK-XLVtGrEvwN0dVwce/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zaraaa. She loves to draw. This is Faaz. He love to build thing.,
grade1_profile28381_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1j_xaArI9qQmX-iwd-HKzYtI5nDJAqbh-/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile30665_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Dwd2kRY3FlkBjIhJnextJkq2URJzOOmd/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,Ths is Zaraa. She loves to draa. This is Faiz. He loves to build things.,
grade1_profile30823_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1VAgFOfE3JL6nL71TMNdUXs__75JmdU-F/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draaw. This is Faiz. He loves to build things.,
grade1_profile28388_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1Xx3a3YSr_7WakO4NOmxCSFlD6fgjKIzz/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw.,
grade1_profile28512_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Y2j-fT2_xjqgAaszadQFX2_un0Wyyn_L/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to bwild things.,
grade1_profile28395_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1NaUMLNtYgzP3h8Smhs3Ao1c4_6xV3Xdk/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draa. This is Faiz. He loves to build things.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile28350_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1MwgkUwdUZLcKOw76D-Nw5UdBiDcHeXge/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to drow. This is Faiz. He loves to bil things.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile28510_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1leNobHEE1U6a09mKLievgqvcErwZD_m9/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile28465_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1fsjnPPw1YJaj0bNn-Ued8oQJtm_WkM9s/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Fayez. He loves to built things.,HELP_FROM_PARENT_OR_SIBLING
grade1_profile28421_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1k40DYUOi5F9nitbjOXTW4RZWFHUey4Kd/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zaraaaa. She loves to draaa. This is Faiiiz. He loves to build things.,
