audio_file_name,Submitted Audio Link,Question,Tab,Human Transcription,ERROR
grade1_profile28509_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1w0cCyenId0ZDVTaPwp6mGe-frQoi_7Jb/view?usp=drivesdk,It's locked. I can open it.,Q2,It's loged. I can open it.,
grade1_profile28457_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1JirQQzQrOV4BMjAR_uZn_OcHJQpVKYAW/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,PARENT_RECORDING
grade1_profile31207_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1qTAZ2mmld2m53MnuCIThhUCN_6l-XkXm/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is is Zara. She loves to draw. This is Faiz. He loves to build thi.,
grade1_profile30630_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1gmsmAynBTFkRCcaWeoC2XYVT826dqj_t/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. ,
grade1_profile28392_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/17IJpvlR7EPYADuJK6U0RJDyr1QmXqg8X/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. ,
grade1_profile28364_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1FSwPlTfqOH99dVlFkSm7I21sNup95Kjr/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Saif. He loves to build things.  ,
grade1_profile28428_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1ggM0p88tsdGNbDG1B5poJgGiXY_tF9xt/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to bald things.  ,
grade1_profile30941_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1-sYUNvHq09eks_1vfQNaTO3li42GLbge/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. .... together. ,
grade1_profile28432_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1fvnQk8YidLdRPMX_J6KfSMgH_47I2VEc/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together. ,
grade1_profile28471_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1N_tgt0NHxZO-xWj6BRA5fezr5Mgq-Cpn/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together. ,
grade1_profile28345_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1Kbz2KuGtzNfAnZCkf_u8azDYaFC-F2IO/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together. ,
grade1_profile28349_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1WO0niOtbLZwuese6zmAfQ2W1kG3SLUFq/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together. ,
grade1_profile28392_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1nC7ve9ZZNxI848XUEswGCEgR3d_M9HUR/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. Eye can open it. ,PARENT_RECORDING
grade1_profile28509_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1Cbxtq1GQEdh53UlBa4fzpjMbNF9d4rU9/view?usp=drivesdk,It's locked. I can open it.,Q2,It's looged. I can open it.,
grade1_profile30476_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1_EBX1AYrkWmZ0pQq3I0vAKhBj_Do-jBE/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,
grade1_profile30481_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1KdNxbqHu6uh4qcCFjQlFwMqtQKpl8FqD/view?usp=drivesdk,It's locked. I can open it.,Q2,It's looged. I can open it.,
grade1_profile28349_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1vUYho6BmuyevBGjjc0xzUCGXWtCaG03m/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,
grade1_profile31205_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1vX3x9aqyWJSE7XaIZL3sH9Wir1lnsvuf/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to building things.  ,
grade1_profile28401_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/13b2c1VK30VboZWetLVgbeS8oqcwFKIeR/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiiiz. He loves to build things. ,
grade1_profile30506_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1v7MB938dlK8P-e0xiEu9aF7zabRJ26MK/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Z Zara. I this is draw. This is like draw.,
grade1_profile28466_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/13q9okXmgPfG5btm7IWV7If_j_0lwxAtF/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile28395_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1dAh-VsX4Ir10_bmyvwuKFjYqgnZuWo6l/view?usp=drivesdk,It's locked. I can open it.,Q2,Come on. We can do iit together. ,
grade1_profile28444_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1qTzfjC1AktYSSdaH4oNS6C6L8T9vi5cG/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile28468_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1Gr-y5N1ss5Dy_M5M1H0Aa4yeb_2tdI20/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love for draw. This is Faaaiz. He love to build think.,
grade1_profile28352_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1KcbG6e4-WBWk-cR23MGbFRnu49Rfji5x/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile30544_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/18mKBijQsY-uQzZr-slM5x72EcmZuLx2w/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiz. He love to build things.,
grade1_profile30589_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1G-utGnkGYzCAlSxczraLvcrf15vNVSNa/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together. ,
grade1_profile28469_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1pfLFgJOxajAcUz51ZD8F8vmU1r-pLkdf/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together. ,
grade1_profile30823_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1YjW5NViK8lmUeaWYUEpddqmHg9WwR3vV/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together. ,
grade1_profile28390_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1nr4Oic4tws_w4wrCq1ybSKmpuPNao_7L/view?usp=drivesdk,It's locked. I can open it.,Q2,It. I can open it.,
grade1_profile28471_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1l8Epq0p5MlJbJz7qy5Iyk8PQrC4_3aHX/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it. ,
grade1_profile30581_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1r34znLOXaaeRVAbi8ucwYtzlrayX8FpV/view?usp=drivesdk,It's locked. I can open it.,Q2,It's logged. I can open it.,
grade1_profile30569_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1l_242jcNQCS_4RwpF8gBWoNUTQPv_uQO/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,
grade1_profile30695_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1DFQuDGo7epM1qqzqJkFy8WfA75_BlcdA/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it. ,PARENT_RECORDING
grade1_profile28516_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1ZPYVFDs38ZLf0HFGilrlKTFO-tdqzjgz/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,
grade1_profile28465_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1J_yd_KVYRCGkLFEt0aEOzYeoD-u8Oa1c/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can awpen it.,
grade1_profile28385_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1po-fV5lTOsd_H2tOaT1l8zQ5pNjrKqrr/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,It's lock. I can open it. it.,
grade1_profile28457_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/126gZ_cxLR8xkLoOCnzODNSUHyGucXNGi/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She looves to draw. This is Haiz Faiz. He loves to build things.,
grade1_profile28347_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1e76AgKhlycwXq1EISFP4a8n448VCJXA6/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love build things.,
grade1_profile28510_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1S1zMQjFB7ibAgViizu6QAZxeSdhvFn4u/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiz. He loves to build things.,
grade1_profile28381_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1j_xaArI9qQmX-iwd-HKzYtI5nDJAqbh-/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile30695_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/15UapnJ75WsZqWBIepnfLGMICnKdIwSaN/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves draw. This is Faiz. He loves to build things.,
grade1_profile30633_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1DiMPYls3cGwzcgxgFx7BzTkrOlDKXkdz/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We want to together. We can do eet together.,
grade1_profile30581_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1XUTyO6Cdj26B7bMYyrVoq00-IfFgHpD9/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together. ,
grade1_profile28387_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1hYnl0z5AxSSCwqMijMxo0E5rZ7XFK3St/view?usp=drivesdk,Come on. We can do it  together.,Q1,-,
grade1_profile30490_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1Wr297_tmDn5yXNuN5lPTSzi0e9mawrtT/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. Come on We can do it together. ,
grade1_profile28347_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/10bluEPkKgnUPMC5qeIjt60mpGMUNnYkg/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it togeth.,
grade1_profile30684_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1IDlHG4wbIwns95wVzgBwCg7QkO_Ae5G4/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,
grade1_profile30575_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1goBPvPHJ55eoq_xj2RVktZuPLY5tKryB/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,
grade1_profile28450_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1kmlwsbSvKs6b50O7yjDXzy_aBUP70-Fz/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,PARENT_RECORDING
grade1_profile30840_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1xKwqQnZruMHGLdo9kzyO-07vyxWohSfL/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,
grade1_profile28347_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1mobalImSIoE6oZwMs7KBT6iCTB-yC26U/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I cant open it.,
grade1_profile30472_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1nVQ7ybFo3zdQOzeKU5DHOQlJgudme8EK/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,
grade1_profile28451_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1PHU3Sb2h_2GD7M9XJsiKyqqkg9hC69q5/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw things. This is Faiz. He loves to build things. ,
grade1_profile28388_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1Xx3a3YSr_7WakO4NOmxCSFlD6fgjKIzz/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw.,
grade1_profile28428_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1Wnog_j82f_M36YAo43i6Y_fh7G0eeq3Z/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile28363_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1fIIPeVvrT4ydYcNIo7Yx00efkbcbbN1K/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to draw. This is Faiz. He love to build things.,
grade1_profile30633_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1SbpRebeN4H3FsI5DCm7lXUwMz8vVasmm/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile30941_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1pHYQvUyB0WQ3mbqm77DieeONO6LUbT-P/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build th.,
grade1_profile30482_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/185bVR-g9y5rwwQ5TdgLBF4XH48QqfEgY/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile28428_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/19naHFn_ynlmk_HbLFgO__G5O1bCwNChD/view?usp=drivesdk,Come on. We can do it  together.,Q1,-,
grade1_profile28498_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1bwTbFSzlPDdWo7hWx83eTqjhHuhiYAx0/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it toget.,
grade1_profile28465_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1wgNLwdBci8DwPyKXV1wJLsiZzM2wCdg7/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together. ,
grade1_profile30485_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1GsTK7LCSRVs5Aai_SNJOkMNN_GbjOtDx/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do eet together.,
grade1_profile30472_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1QvSKkTeKdD6eIkwlL_zTiL_lOs4-AfRM/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I I can pet it.,
grade1_profile30490_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1UeDMCONSW2pNMqNi2cRs3IuH_QvbHRRv/view?usp=drivesdk,It's locked. I can open it.,Q2,It's loged. I can open it.,
grade1_profile28385_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1ZveNOa2GnPn4lR2OFiNXQBEU-Xir_rqL/view?usp=drivesdk,It's locked. I can open it.,Q2,Yes.,
grade1_profile31192_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1G9ARaqst9BIDCFpn6wxAFiEIVP5Prkrs/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,Yes.,
grade1_profile28395_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1p6FB3wQCRJmufUdQNzfQre5VMTffroOU/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to bild things.,
grade1_profile30626_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/19T3hxuBPCa5PS6uPuaF__ySyOxjJaMYj/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile28498_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1Udu-paPliuFcAZ0dQkVcC_kB_3spBvb0/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is a Zara. She loves to draw. This is a Faiz. He loves to build things.,
grade1_profile30581_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1s36WOQEl2cNt1UIUexbcsGE1zI63RIiH/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile30472_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1oqFT_tz1SpewhMNNtW1Z-dQD29PXWI6N/view?usp=drivesdk,Come on. We can do it  together.,Q1,welcome on. We an can do it together. ,
grade1_profile30630_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1qfGsM-C8SKuXoTAF8cZ5uUpCdQxXM_Bx/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,
grade1_profile28369_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/18u_QaO3zzvyQ4T28nlj8KQYpM0UF78Yf/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,
grade1_profile31184_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1hM7A5JaPd0NRgkzXcF5dvadLufvdl_ds/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. Let's do it together.,
grade1_profile28457_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1x48tmw7M5cvWlNTqUCplMEr8d_dWTWN4/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,PARENT_RECORDING
grade1_profile28417_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1ONPAPhcjW3CEPrqyUJ8FxQ4iXzEKtg8S/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do et together.,
grade1_profile28510_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1Ual-1DavfpyjWH02l9AIKZgz7mwmbgDB/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  do it together.,
grade1_profile28375_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1v16a9lrQQwaewpvSiPRXmSvyaoqhNwFo/view?usp=drivesdk,It's locked. I can open it.,Q2,It is lock. I can open it. ,
grade1_profile30596_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/11LDFjjCqaiFddLweUJwB98Ifqju2Anmc/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,PARENT_RECORDING
grade1_profile28468_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1xv2M86NdHggbvBapWbsvtK814vlNaAkB/view?usp=drivesdk,It's locked. I can open it.,Q2,Iss lock. I open i e,
grade1_profile28403_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1PVG7uKyI-uDsPiTDT8Pd7OTa7hKxtINI/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,
grade1_profile28345_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1tLEOraTIKyJ8_G5rugAt1r5DfLYvbIWP/view?usp=drivesdk,It's locked. I can open it.,Q2,lock. I can open it.,
grade1_profile28403_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1vusRdE0LWT3RoWGaG-SSxIyeqmLO0d9S/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. She he loves to build things.,
grade1_profile28421_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1z-rJVhCrJMw6LDTIFJz8abc2vKgbrjM2/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile28362_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/199muNCwAnQd4tmeZWL_4AYXnOvr4S6wy/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This a Faiz. He loves to buld build things. ,
grade1_profile28469_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1nWLLJWZDibDW0DTWlwq8K9PZhafmKD4s/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile30822_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1ue5yD1EItegLCKJd0kjv7VJLtL_rp19k/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come oon. We can do it together. ,
grade1_profile28369_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1RF3JyjP9_LqLGTGpSDMIj80g25V-Nl6n/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come ooo,
grade1_profile28463_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1401_FNMXftcUoGj2U1Pvm52oqQw1hgqr/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come oon. We can do it together. ,
grade1_profile28390_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1N4Dwr0B_nU97UYG86pvo7aqhT7WoAGQ1/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,
grade1_profile31203_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1QhMl4Rtsp4mtN2zThRsGBDiQ9CvKX7wc/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,
grade1_profile28446_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/13UrTlvRtY1xuoHp8GFKa-jrfSzzcnZ_4/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it. ,
grade1_profile30506_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1cQsOYU8aHJzNNgaobJZBq2-rx076ByYM/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it. ,
grade1_profile28371_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1-wuGWmyOdsa2pRQFK_Gr4M7n1DJ2kJ13/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,She is. This is Zarka. She love too to love.,
grade1_profile30823_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/11dh34OVzRr1UN6qK1f3KwzzNQWrLyaXE/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,
grade1_profile28399_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/19IIai2ik-zWasAflauCZb9oteGjEDaQN/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,PARENT_RECORDING
grade1_profile28509_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1Dz5ard096OgvY8kmX8KGYzf4ytkl3KCf/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do eet together. ,
grade1_profile30575_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1tlDUxwnRuXZkGw12IE818pgVRFtazmSx/view?usp=drivesdk,Come on. We can do it  together.,Q1,We can do it together.,
grade1_profile28485_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1qsKAq366_c1djc8vogu7Z22Oa36SiiOU/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it. ,
grade1_profile28402_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/12VIwZXawugg7eaBo7KIVJm9UcK5hP_G1/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open.,
grade1_profile28456_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/11xP60WvHJCIAGewyxLcBkEIwJJcl8c6C/view?usp=drivesdk,It's locked. I can open it.,Q2,It's loged. I can open it.,
grade1_profile28364_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1TYUnLJdFKPvRv9iUoTN99OAiWEbhL1mh/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,
