audio_file_name,Submitted Audio Link,Question,Tab,Human Transcription
grade1_profile30544_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1QXvUMBe3pzXtFK3Yiq5lYiG8YF4pFmae/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile31284_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1g5dwUSrYe4QF3oyPKgEzshCz9EEAwN3v/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28441_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1wOTXLmAnXxyUcAZCFec3ZAtlqLx0ZPya/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile30630_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1gmsmAynBTFkRCcaWeoC2XYVT826dqj_t/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28376_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1LomnW9fD89-Ni3J8pexl-yYMQde9CsMR/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28512_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1THrjHgHbxnONvVdW9VZIWtt5ozVHA-o-/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28345_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1ql8bf5WxkBwyVVe4G0PglxRfjroazSV0/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile30476_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1R5H7PeyXRbUE2ZZlGuf9Vjh0oxgDyIF1/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28362_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1RgdJ5yHQc8JM5gWYv1G7Ofn2ZGIlD_L8/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile30684_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/141BiF63cIARV3dXXY-V9dY4HzcOVAs7Y/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28345_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1Kbz2KuGtzNfAnZCkf_u8azDYaFC-F2IO/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28475_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1PKVbPTuQOSEI9cnGy9kSuaLo3aEKsZ47/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28402_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1MxyIf3OMemE8oUSwu4czkBvCuWDh1OF4/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28493_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/11dvZIjLH8TO1IirrSUVsKpEOqg_ukUJk/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile31184_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1MC6XxT6nANngFFv3Rie5g3T-Pvj1aT1T/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile31204_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1LqH-50gXpkwUGsyB7MBq2cshdeBMK15D/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile31293_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1eIDsGDT--GLq2uZ8ff6KDNgNs8S_Aygt/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile31205_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1vX3x9aqyWJSE7XaIZL3sH9Wir1lnsvuf/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile31205_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/10mhhrKYwgVRh_-suso0V7yDQWPaUzmCa/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28392_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Q96qmLsvD_7UJZLy2pdzSCBETmUqJJb6/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile31207_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1feMPPz87lE5E6YGPYZ6jafitjV7zM6w8/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28443_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1kPlBN62rggYS8Qxb77z0-WlG0lESMdGQ/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28355_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1SighepDsuk_yI-cjOmu0IZZF4i-GPP92/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile30482_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1c40bIILzFN1TX0CMM-9V8txZCnZq94oY/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28352_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1KcbG6e4-WBWk-cR23MGbFRnu49Rfji5x/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile30467_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/13-7eism6vYKIDTI11EnGNEChnweOBeQ2/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28485_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/18n_LXElVA5YVi8rekZxO40yQJ7GoKh7t/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28463_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1_2CM6rNLDGoNrgpfCknORkxTakPsSDm_/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile30596_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/17TyxBTED_ENMH7S8Rmv51dJHNYH-vtVS/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28510_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1iWqVY7zIix1pi_h5T3ysTg1dAIsHsXJw/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile30626_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1qApDU3uZpnyRo2DgNThjoz3FWybvahei/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile30581_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1r34znLOXaaeRVAbi8ucwYtzlrayX8FpV/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28431_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1x2-GpPuJkWLJawMAGaP16DCfL4dZeym5/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28371_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1p7_5z52DnDlQyCt553Cms3y0Y2BUQEtD/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile30693_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/12b-1yBkyhUK7KSRY-tQ0tMCORr3lYktA/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile30485_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1LzkP0L3suyY8q3M6C_0ljC69YLEBLJ8R/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile31293_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1FeoxXU6dr038ObC68bpvQpNW37Xj9TuH/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28470_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1n2RuLOBvPbHVgPpvKCvmcfYlHMvwowoB/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28347_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1e76AgKhlycwXq1EISFP4a8n448VCJXA6/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28389_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Ra3bY-Zozo1YevS6Xwyo0mxdbag42nuC/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28369_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1_CpxVvppu_1YMx76ZOgfbpSdHHbFBZp3/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28456_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1b3eecfMUEJAv7WPDRaIQR1-zeCrbQS95/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28485_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1xfdmpLI9X70xhAQsbsodzbzlsuhV173x/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28387_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1GPVCjln4vAkn83WffmEnjyDZq3j2XB4N/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile30840_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1bj-SVJc9KhohuUzuR7JtA2IhhRzBtGrL/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile30490_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1Wr297_tmDn5yXNuN5lPTSzi0e9mawrtT/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28448_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1orQ1V02o6jYP_Wm2zF5fhdc0mWOOcXk1/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile31361_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/11LIvD0ajRvwmPu0UEu-xejMifVzZfOT-/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28514_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1YcjxXLWQW5_qGHYsF8tWvMDZD3XamO_v/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28388_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1V3AxNM5kg5fUleump5vQyxN8SyZ0XBCa/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28389_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1Gj-HUaDscaCrN14bfxwRWqhsocZ7ZPLM/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28512_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1U1rHNNCZNiNWlpJ-BxAw9z2rjI9EYV0x/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile30472_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1nVQ7ybFo3zdQOzeKU5DHOQlJgudme8EK/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28474_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1XUsmeDUC-3rjNfdKGVxhSeo12G99PNBh/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28417_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/18sDP0wJ4tWwdV-ZdNF13YZz-k0RJwVGO/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28519_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1qgE24zF4KYlkUExvYFpEIGeSTrBiIhg9/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile30693_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1a6jasmeX_GvnnRrpONCaibQN1XltU-cy/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28350_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1MwgkUwdUZLcKOw76D-Nw5UdBiDcHeXge/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile31361_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1UNh4eVwZAmcl6r2sP5cQdjj4ABhmN56f/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile30482_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/185bVR-g9y5rwwQ5TdgLBF4XH48QqfEgY/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile31184_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1etg_QsXqtYE_sc4PLdp0-UKWEh24Pk1V/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile30482_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1jbnW4msNynwC_ev-5Ssnm9LPz4xHrn72/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28344_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1zZCJwtfXzsQr-yYVnBM7g32m4jXckAhE/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile30481_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1HkN06tbV8mzZbJ7QqmULw8B46zEvqsfM/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28399_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1Fhc2x3S7o0UmEf1MLjzHP9OrzQiJ_28D/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28352_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1hDnceY2Ly37caIahTZsa2qMaWLxRfK0Z/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile30496_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1qFOm4SLT9gX4CsYS4XMBjNcn1rQANhbn/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28345_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Z3q9wESFCjZqoiSimVFHT1ZAskLJXOOD/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28349_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1ToBAfQki_lGlqWIfsJnpyeFlIUTocMNH/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28423_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/19wxT280_scwVxQk9U9KKYhUmVnBph9Rv/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28425_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/17V0Pp8X6fYVhqZIT6Kt11TcZTtjZ0xD7/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28425_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1AbpPGcPHM03peprotKbNvx7SUnvsf_3C/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28359_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1UbpGcJK4WJGqLytj4fe6YtJo-3v-ttsr/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28355_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1Z3WBCAxCONhNBQNX-vHEqQnWp9kcln3j/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile30823_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Jaw83GcS414EpPneszLZs25OlITzCZ--/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile30822_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1b2gWUnqXN5lHU9wnwrOt9iaZ8Z8fJgq9/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile31184_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1hM7A5JaPd0NRgkzXcF5dvadLufvdl_ds/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile30684_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1VAswEHCCqeCpUeF8RIrGFANFg9wYsAqv/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile31284_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1giRhhVQ-DJo0dLwJw0Ud42WcHz2q_x3H/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile31207_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1znls_9ImLOjmzM5oLlzYfo6DLHlvEor_/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28441_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1kxAO1HzQkIbMAsjxLV18NLnYhsNEjl3L/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile30630_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/15lK3PFMaxji8GSTKKGk8vc7O2qp_aojP/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile30695_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1NoGVg7Lhzv1314mB742CP6uyHH2YUTuV/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28403_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1PVG7uKyI-uDsPiTDT8Pd7OTa7hKxtINI/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28474_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1ZgyZ8bXq_MTSH3anycfJMNPi6mBzfVoA/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28423_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1kxi2fXFMS1M2dnEADWRHddn7Fh0dhmwG/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28362_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1rlPS_7TThwAJr03rlJyQpvY2gYPsBNZ4/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile30569_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1VNj6j2oiBWPgDdWxwCT-dVLwFimRoQQd/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28344_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Ck7V075nxiqvuA7IyLa03bRgWt5pheJL/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile28402_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/199kVgLyL9DAwmJJARG5pyfBmqrVcADGF/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile30626_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1hBP2APcam5uW1stHQRwHUepJ0Y5t0NfT/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28349_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1qcLc1cvwJQ3rQCvWdZ93HrGDeHC2Jphg/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile30695_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1btZdmAa22j_yAE8DAQ1I7qAUyrMbOtKg/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28389_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1iF5VIiN2p0HZynpFeARr7HR1Wae0P85u/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28345_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/15CbKnGJ7GiWVVvsPPiUz9FKYOzfVsc7u/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28375_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1KFpOLki5lK66HELM5Pr37EYPFqd5GRh2/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile30684_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1WLb1nGNiB_UfcQfI7hB1XeFv1eXL3cPG/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,
grade1_profile30693_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1HJ-pOHjaDWCo6IyAv8c8xtP2d4s5W1hw/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile28451_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1yFV9CoFQN3lU-90pmcLa2XUTWzHUSMzy/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.
grade1_profile28403_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1cRK5uPcEUQeH7QHmQtheOxBfLzVdUr6W/view?usp=drivesdk,It's locked. I can open it.,Q2,
grade1_profile28443_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1FFY3cKLerj1zOO4R3qNV9mxXNniSytTg/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,I am good
grade1_profile31204_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/15bAjLlm2COxhFQXZDl950gATyubIQY4d/view?usp=drivesdk,Come on. We can do it  together.,Q1,
grade1_profile30823_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/11dh34OVzRr1UN6qK1f3KwzzNQWrLyaXE/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it. 
grade1_profile28432_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1vmaPZLBvV0X7lJkKhUTlhOil0bh_MheW/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiza Faiz. He loves to build things. 
grade1_profile30472_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1aTUlxo-iZuKZbbeDutw63XpMHlITLoUs/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things. 
grade1_profile28392_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1FO4NsnuWGlBu88SpgZRd2kQgzcEoWSlF/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.
grade1_profile28512_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1oIVafMwiOS4qYJ7UnZSewmEE7RjZSlgc/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.
grade1_profile30490_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1FjNAOdqExSx2XwbH16Ah6nUBMazq_raO/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.
grade1_profile28399_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/19IIai2ik-zWasAflauCZb9oteGjEDaQN/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.
grade1_profile28417_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1T02mzDIDD5vp7c6G79lTgx7ZofsNNRAb/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it it the gather.
grade1_profile28402_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1y-GZQTfXZYciE_C6XDDE1uPUqgsiLgb6/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it to
grade1_profile28457_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1KUoVTYLcp7M4ojcCn1QZ0HcZY7ozLZi0/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.
grade1_profile31204_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1n8T9CS8_Mv2tLs2_nmXl31PqVXgxOBsv/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.
grade1_profile28428_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1WqRKKOOHbBIXcgJ_R3ZOtH-wWabeYGGP/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.
grade1_profile31203_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1gNIIRCu66cFoUycmnYbuXQfjAYlPGC8v/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.
grade1_profile28509_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1Dz5ard096OgvY8kmX8KGYzf4ytkl3KCf/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it to gather.
grade1_profile28473_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1kr28nb-sTADYr0TRJHas1rNnLDQEstws/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on on. We can do it together.
grade1_profile31207_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1lHO3Tc8Vijh4FWeqFYaaSokb7gSKVt1E/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it to
grade1_profile28352_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1JrmIohQ5y-dbBcsvcsh_qYBtKtVv7Klp/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together.
grade1_profile28359_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1QFyVCwzoY7mY-I5ovPgrAmQbh8NCL2P-/view?usp=drivesdk,Come on. We can do it  together.,Q1,Can on we can
grade1_profile30481_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1osMa5CZv33M8jRM7fo_5iSr732CZivon/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on Win can do it together.
