audio_file_name,Submitted Audio Link,Question,Tab,Human Transcription,error
grade1_profile28509_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1w0cCyenId0ZDVTaPwp6mGe-frQoi_7Jb/view?usp=drivesdk,It's locked. I can open it.,Q2,eats load .... load.. eye can open it,
grade1_profile31192_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1miw9oejyoXhVT9pNfeRLN-JHSvg8MzvX/view?usp=drivesdk,It's locked. I can open it.,Q2,Its lock.. I can open it.,
grade1_profile31184_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1FmI5BLV6ejQ0nCa3KiNecgn5JA2xZxdH/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,"This is Zara. She loves to draw this, is faaz he loves to bubble things",
grade1_profile28456_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1H1WpKV3SVNt7HDyyyoYXil9YdPURSk9-/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is zara. She loves to draw. This is Faiz. He loves to build things.,
grade1_profile28389_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1rDGf9hCe5-b177uRb92NZhl-4_DEjPtY/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is zara. She love to draa. This is faiz. he loves to bile... bull...things,BACKGROUND_NOISE
grade1_profile28431_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1lOk1sCvmNs6G9j2wJf8YjxG2-1Y5COI1/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,d zara she love to draaaw. this fayy. he lave to bill things,
grade1_profile28345_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1ql8bf5WxkBwyVVe4G0PglxRfjroazSV0/view?usp=drivesdk,Come on. We can do it  together.,Q1,we can it ,"BACKGROUND_NOISE, HELP_FROM_PARENT"
grade1_profile30941_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1-sYUNvHq09eks_1vfQNaTO3li42GLbge/view?usp=drivesdk,Come on. We can do it  together.,Q1,,AUDIO_NOT_CLEAR
grade1_profile28466_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1I8jbYqyU9PjWsKVjPQTDV6tc9-U_Qtzx/view?usp=drivesdk,Come on. We can do it  together.,Q1,"come onn, we can do it together",
grade1_profile31206_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1G9eInvBMNYthXvVCqinL_wOOQZACg8o_/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28425_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1k7L4X8nTh8My7oZXUrT7fMzcG-KCU5xH/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28350_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1eGhMOovyKhy-PlpPUzP0UDmKMBxmYpHU/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28398_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1Mv6cb_xuw0YjYobRiSAVWdZ78ZoCi8t4/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28493_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/11dvZIjLH8TO1IirrSUVsKpEOqg_ukUJk/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile30476_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1_EBX1AYrkWmZ0pQq3I0vAKhBj_Do-jBE/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile31206_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1urJ0_BzRzliP7KQ42ZZ7-t9Ek06bFysa/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28469_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1JLj3A8BOkSSyxrQEeUglWchBj-vk0miZ/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile30481_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1L-VNboT0xSMamVwX2cOCShMKYjcY0BYG/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile30695_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1I8kfr4wMaza9COI6rHNuE0yuLv-8ohac/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile30575_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1waZeGFFjDMnLovjsizUHw5NVRYbEO-j9/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile31207_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1feMPPz87lE5E6YGPYZ6jafitjV7zM6w8/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28395_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1dAh-VsX4Ir10_bmyvwuKFjYqgnZuWo6l/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile30467_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1SsQpL_gJ4BuXuhQ-knm_xvu3rghHGqre/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28519_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1hgI44VWMkmRHPdmUCb-AuPr7E3oFtOkU/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28514_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1MV4rVFKqVBR8OkgEndBzjJi4h6QB5L7e/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28363_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/177sUC524xVn4DtcO-QJSMYWsCDINy-YS/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile30467_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1CsEVIBGgsSBcQPBjVkKKEdzQdB0wGNe1/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28463_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1_2CM6rNLDGoNrgpfCknORkxTakPsSDm_/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile30823_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1YjW5NViK8lmUeaWYUEpddqmHg9WwR3vV/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28391_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1bkXikx0O2w2j_yhlWZI1AJyJVe23uFHg/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile30941_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1Q9JOYZywMOnDvAAkpMhqLo2PB-ug_Thm/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28443_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1HKrucBh7oHJPzUqHr86kfz72yWf5TjyK/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28381_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1phSPL2hdzqHQ9dwuOri-1fF5xHd8ZUSJ/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28444_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1WwSK4n4GHlpyAX5UxLNdkTghfQWSm5EJ/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile30693_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/12b-1yBkyhUK7KSRY-tQ0tMCORr3lYktA/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28465_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1J_yd_KVYRCGkLFEt0aEOzYeoD-u8Oa1c/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28399_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/13ksQdwTDrobERYL5PC6Q3SKgT8hdXSuk/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28359_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/15IAnyqTBZ3XrRErpPhMg6tVByZOo4eyh/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile30589_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1MCIl9Yuhe6_yrBQKNY-ZMolPfs4kJsnC/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile30472_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1JpI2IiBqEYzAMU99_HqssD7v70NaaBXz/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28387_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1590S-54g4jtTY4alyIvuDS2u1Wc4CGFe/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28456_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1b3eecfMUEJAv7WPDRaIQR1-zeCrbQS95/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile30633_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1DiMPYls3cGwzcgxgFx7BzTkrOlDKXkdz/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28395_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1IVjqK2xpbLiOFx6KbbOlGpISUTUGGqhm/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28470_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1yzUuZW8hBWLbl-mUXYRWppU5grXD3EEi/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28438_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1PryS6WDki0ta8TbAVHJaqxCNAdMVdSP6/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile30633_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1mtlqAuVaJKUZgOo9Kgz79wmTcC3bNTRu/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28349_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/19FCCh0Mbf1XCVX-mwUhgRdxobq3wFBIG/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28514_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1YcjxXLWQW5_qGHYsF8tWvMDZD3XamO_v/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28450_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1kmlwsbSvKs6b50O7yjDXzy_aBUP70-Fz/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28473_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1OE6nwBQaki5x3tyZSdtuyXgZ8zSebxsq/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28441_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1CDFVGxk0bSFD6pgvdZqQrjTxBfhSIyjp/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28466_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/17dvkAkTqB09KVWDpkQbyQRbtpm-MXQey/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile30586_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/17g2b-3dEkAjyB_pxMjRifaYN9iW_c_DL/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28391_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1SHOCA9tUHc64xvYqk7HQ5qOKwkZjAp0B/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28519_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1qgE24zF4KYlkUExvYFpEIGeSTrBiIhg9/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28363_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1fIIPeVvrT4ydYcNIo7Yx00efkbcbbN1K/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile31203_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1h5suxHs0TvL3Yj2Pedp6ONpeFXhGWnYp/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28510_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1leNobHEE1U6a09mKLievgqvcErwZD_m9/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile30693_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1n5BfLlXXkO7bBxKay-ktNv0IzQkJWGi6/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28391_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1jernYLW_5qqcrnj6Y1EdKHeOAxp3Ne7L/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile30581_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1dDBXUxsJrtbUrcp7Q7SHPbGDebQDJtfQ/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile30476_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1U15OsCTiGS6twXkOKKN-XOHJcj2qpRFs/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28518_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1fGNLCkWf29Qbk15NzOOyTdWenm9bnqM_/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28443_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/11faSqDjUJZLdecbtdk6hByud8BknQPiF/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28510_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/12zZ1dnZwtJvUfoG_k5YJWLpso-8nbVsL/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28423_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1TfSBrL4uT-B4qbWiM7LVLt_H6e_YKuo4/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28457_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1fjnNjIVjG_4EqSKovm9FMSx6qVtws6bm/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28359_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1wYsgXPjT9399a1crY0uDZxJpne9Xlu9s/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile30490_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1EPzEPkO0amAaCDzIPaFJ8d5Rm3S7GjBY/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28401_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/10V0ECeqbbUk1L5cxlza1v7vuCeEJphdi/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28417_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1sSlUGns3gk2Dm8ogn5Eh39iZNmNqflE6/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28376_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1Wwhq6ExsyYgvdAsYvMHM3JHmTsBW0Wtk/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28350_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1vgNiq5KhmuPTLb3eZ27fsD-7sjYuNlif/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28438_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1I41mt3yyG36Id0e0Pkl3s996G8GJdYNI/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28466_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1y534xY1tydPx33yVI4kF_a63jsfpAsZr/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28470_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1pWWumEHyNT6M_aVPgxOpCMUHKJo-9wYT/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28510_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1Ual-1DavfpyjWH02l9AIKZgz7mwmbgDB/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile30941_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/18CDgEGdBc4MyIX1XpPW70SDN_e9X0VpK/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28441_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1kxAO1HzQkIbMAsjxLV18NLnYhsNEjl3L/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28470_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1zNXzItVQCkdrSWYa8lG9gLH8DiUyU4a_/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28485_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1_JdlCr0U38E7BoyG5Cg8m-pSJLffKYVR/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28512_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1EH-6YttTBZFaIiXCHsM_HiThpjbyirYS/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28429_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1yNh9BJ03VJKwjgLHiQrMvAdoGc1Md_Ab/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28473_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1m5frDI2566L4PZz0U2abQrxcpPbtOxnx/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28362_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1rlPS_7TThwAJr03rlJyQpvY2gYPsBNZ4/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28362_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/199muNCwAnQd4tmeZWL_4AYXnOvr4S6wy/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile30481_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1nfNIPg9pj032NCedUvO-HUoubiUzbxzl/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28401_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1J_8t70quQsOsY7IojncwR-CSypfeLN2E/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile30596_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1JbFiMdumdmDJr5w_yzQpXCnz50Qyrw8G/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28429_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1T6QOkD1IqmG9BZEeUydC9uSrKEdpD5Mf/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile30626_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1gl74YrcY4V2-z3nmg5u9elceiRqwKZax/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile30544_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1E4ZzV9cF8mDksdNfaUCf-aBuwM-Ul3FN/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28498_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1JAJ1qb-W7i_xLePJBtS8rDPWK9JALWof/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile30506_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1CaIaAzRPua8orJD3bBligABK75L9AmnJ/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28403_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1cRK5uPcEUQeH7QHmQtheOxBfLzVdUr6W/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28512_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1oIVafMwiOS4qYJ7UnZSewmEE7RjZSlgc/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28428_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1WqRKKOOHbBIXcgJ_R3ZOtH-wWabeYGGP/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile30481_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1osMa5CZv33M8jRM7fo_5iSr732CZivon/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile30684_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1UcV97LmfBZ8dFFvkJi43DQiIyvr4o6XC/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28451_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/18AY2xo_T_j9-GdGAbTBDTMAYK-pT13pJ/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28363_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1FTXmZ9RS3Am9Y_gJ9BjXQHPfW8Do5tm4/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28469_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1MGB2c7_6mesIHyCApk4zKfm-l_yzkWai/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile31293_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1x5ItNCKCyCx7EgDBof3eoovEXLArMtVK/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28403_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1bmUBqgRNPv4QGcKOCLGMNcok33_WB4BV/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28390_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1UgI0N36mcqoQwMfD1RdrRnKkn0mTOXnu/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile28398_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1WDvGqFDlWIPYc3B6vQfhx--c_TdHDUyQ/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile30496_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1YcMTXYhkjE2Z4McXTo9eBkB3tgm0G0q7/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
grade1_profile31361_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1xg0raxwFeKWFz3kUME8YOkN8TCJiL9vo/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28359_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1GLY04_qAo9OnXLWhmb2KfbdNWpPMAPYu/view?usp=drivesdk,It's locked. I can open it.,Q2,,
grade1_profile28450_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1_oz00uApHYfDOpRmUKxY0dUw1bar_4mv/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile30822_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1yFOlVo8xj2h6vcgYvuW5Ylu9yCu6rxJ3/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile30633_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1FxIVY6UjtoAfpndADt5ez8a-PNyBsmKc/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,,
grade1_profile28403_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1crfotbIZ0eznX2mzGco0oHEVmY3Uwy5I/view?usp=drivesdk,Come on. We can do it  together.,Q1,,
