audio_file_name,Submitted Audio Link,Question,Tab,Human Transcription,Notes,errors
grade1_profile28399_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1Pf66ZYxlVk5wi8lF0Rm_kHiwmY6NI5n-/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,Come on. We can,Parent helping,
grade1_profile30589_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1MCIl9Yuhe6_yrBQKNY-ZMolPfs4kJsnC/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Za Sa Zara. She loves to draw. This is Faiz. He loves to build things,,
grade1_profile30496_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1m62hiSohuyprJeK-XLVtGrEvwN0dVwce/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Sara a. She she loves to drraw. This is Faas. He love to build buil thin,Parent helping,
grade1_profile28463_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1QOXuJtANOZPV6XhXTYmDxapenlY0Bqox/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She laf to drraw. Is this is Faiz. He laf to building build thing build thing,Parent helping,
grade1_profile30695_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/15UapnJ75WsZqWBIepnfLGMICnKdIwSaN/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love drraw. This is Faiz. He loves to build thing,Parent helping,
grade1_profile28485_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1xfdmpLI9X70xhAQsbsodzbzlsuhV173x/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on,,
grade1_profile28355_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1jXavxniM_PKp5gTh94Ep0MgcI1K5JQ5i/view?usp=drivesdk,Come on. We can do it  together.,Q1,Comon. We can do it gather,Parent helping,
grade1_profile28493_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1F24lUsR2aHlitypxA15sVnVd5mTQxKYj/view?usp=drivesdk,Come on. We can do it  together.,Q1,Comon. We can do it together,,
grade1_profile28438_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1PryS6WDki0ta8TbAVHJaqxCNAdMVdSP6/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28395_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/18AGnKMogF0tw9Y50SwNvuex-GO1mNo5_/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  tooo gather.,,
grade1_profile31361_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1guXXdEQX0ohY5VCju7Xkh1al2DOhWRQN/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  tooo gather.,,
grade1_profile30575_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1goBPvPHJ55eoq_xj2RVktZuPLY5tKryB/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it.,,
grade1_profile28388_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1V3AxNM5kg5fUleump5vQyxN8SyZ0XBCa/view?usp=drivesdk,It's locked. I can open it.,Q2,Is it's lock. I can open it,,
grade1_profile30633_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1cJt3KZK1kRqVgWQZT8Ge-ZciUCVTk6eA/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it,,
grade1_profile28468_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1_ZxSW7u2b7DmVslyzimy4C2Cpm1SUXrB/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,Not student's voice,
grade1_profile28466_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/17dvkAkTqB09KVWDpkQbyQRbtpm-MXQey/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile30823_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1VAgFOfE3JL6nL71TMNdUXs__75JmdU-F/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She love to drrraw. This is Faiz. He love to build things.,,
grade1_profile30630_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1zCc7aKmASa5UqsDNQkTymaVUyoUIrHxk/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to drrraw. This is Faiz. He loves to build things.,Parent helping,
grade1_profile28428_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1Wnog_j82f_M36YAo43i6Y_fh7G0eeq3Z/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is face. He loves to build things.,,
grade1_profile30693_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1a6jasmeX_GvnnRrpONCaibQN1XltU-cy/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,-,Empty,
grade1_profile28509_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/10lqOkhXAIpCy0Ia3n_wWY5sZK2cXwfBq/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to baaal biiil things.,Dragging/Parent helping,
grade1_profile28444_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1M6LLJn0zaisOZQECm1h0RR4F0c2PbM-C/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Face. He loves to blid things.,,
grade1_profile30693_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1n5BfLlXXkO7bBxKay-ktNv0IzQkJWGi6/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Salaa. She love to drraw. This Faiz. He love to build thing,Dragging/Parent helping,
grade1_profile28376_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1S_LHQa0uSEoUEr2EAPDkOkmuVPKxHQZa/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. To kit together,,
grade1_profile28376_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1EM4CNlgxnOL_CCPbEXMb93gGxqrVGCoA/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  together.,,
grade1_profile28392_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/18wryoBuUjIeBdyRkrPYh8hZtOwhZuyA4/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. You can do it,,
grade1_profile31293_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1QDjdgZMdlVJysJaV-nSHx4ZdZ8Ma5Woq/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it  tooogether.,,
grade1_profile28371_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1TWbXE9cbhk-hUG1FdACz1grtY5pXJbR4/view?usp=drivesdk,It's locked. I can open it.,Q2,It'ss lookid. I can topen I T it,,
grade1_profile28369_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1K9UCX8yv_s-blrTbV4--vDYCACPE10Yt/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it,,
grade1_profile28519_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1RY60i8XHIX_OZVpauyaQOj48zUue6bix/view?usp=drivesdk,It's locked. I can open it.,Q2,It's looock D. I can open it,,
grade1_profile30626_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/123AeV1YSjnQjaJ25m8cm9RuAZcNA5lfW/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open it.,,
grade1_profile28398_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/14KYMpaDiCdVL1vOpSoOAfcvGub_4-t18/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to buld things.,,
grade1_profile28375_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/11Fsnd_zrR-ceGCspmcd2FXUPmO43ptJ2/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. He love to drrraw. This is Faiz. He love to build thing,Parent helping,
grade1_profile28516_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1F1TJ4YGhKjiD9_O0RMxFoys8aTYHNIR-/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to drraw. This is Faiz. He loves to biuld thing,,
grade1_profile30665_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1a50Xf-YGzQa6SRCLpGYyyNcEr0VKPmv9/view?usp=drivesdk,It's locked. I can open it.,Q2,It's looks. I can open it,,
grade1_profile28474_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1EoPbrOV2nGQFbAo8Aqjcg3io5CX46HWB/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to buld things.,Not student's voice,
grade1_profile28485_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1NUgipYYINtkeiXFDPns-4K7dt3TTVnik/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She lafs to draw. This is Raza. He lafs to buld things,,
grade1_profile28431_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1XgaOhFFpDHryC86pvLR6CwapTvHz3mvv/view?usp=drivesdk,It's locked. I can open it.,Q2,I can open it,,
grade1_profile28466_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1zRY6PW7IAezdnV4uTAT0RM8Ws43LLViP/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open.,,
grade1_profile28350_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1vgNiq5KhmuPTLb3eZ27fsD-7sjYuNlif/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She laaves to draw. This is Faiz. He laave to buils thing,,
grade1_profile28451_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1gSMojvEwGJhOdrYPeT68VyftWY6p9bNp/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He lovess to build things,,
grade1_profile30822_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1b2gWUnqXN5lHU9wnwrOt9iaZ8Z8fJgq9/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,Parent's voice,
grade1_profile30684_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1VAswEHCCqeCpUeF8RIrGFANFg9wYsAqv/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile28512_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1RK5rvndliJUPe28fi99pOvk6azmRdDrK/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it togethaaar,Parent helping,
grade1_profile28402_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1_DJiv9w9iKb9Czmec61FCluJJndcHTIw/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come oooo. We caaannnn do it to gether ,Dragging,
grade1_profile31293_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1PfTj0lFEKtkdF1exSELdVVuMYBqduR67/view?usp=drivesdk,Come on. We can do it  together.,Q1,on. We can do it together,,
grade1_profile28375_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1v16a9lrQQwaewpvSiPRXmSvyaoqhNwFo/view?usp=drivesdk,It's locked. I can open it.,Q2,It is locked. I can open it,,
grade1_profile28446_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1gyXSUmWGyXFOAJUr2bMnlSyI-EPPBxuO/view?usp=drivesdk,It's locked. I can open it.,Q2,sss locked. I can open it,,
grade1_profile28438_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/17oiztnaYYA-kVz_BhWXQiktowe3FAm0j/view?usp=drivesdk,It's locked. I can open it.,Q2,It's locked. I can open a,,
grade1_profile28473_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/13RCd8fCBxngAyQfVOyEtxY_tbmJtVmco/view?usp=drivesdk,It's locked. I can open it.,Q2,It's lock. I can open it,,
grade1_profile28429_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1yNh9BJ03VJKwjgLHiQrMvAdoGc1Md_Ab/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,,
grade1_profile30544_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1FBlufK8v9aEPNYTxrztDSXQJeCxf9MwK/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zaaaaraaa. She laaav to to draw. This is Faiz. He laav to build thinks,Dragging,
grade1_profile28421_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1z-rJVhCrJMw6LDTIFJz8abc2vKgbrjM2/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zaraaaa. She loves to draaaw. This is Faiz. He he loves to build thi,Dragging,
grade1_profile28344_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1Ck7V075nxiqvuA7IyLa03bRgWt5pheJL/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,Zara. She loves to draw. This is Faiz. He loves to build thin,,
grade1_profile30496_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1I-nV-Z9NijYazKpDfaMZNetkVsc7Zhdr/view?usp=drivesdk,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Q3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Parent's voice,
grade1_profile28401_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1J_8t70quQsOsY7IojncwR-CSypfeLN2E/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile31192_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1AC8l0qoomxKz9Q3D1OJzjKHLnU8mlChB/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile30626_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1hBP2APcam5uW1stHQRwHUepJ0Y5t0NfT/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile28369_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1RF3JyjP9_LqLGTGpSDMIj80g25V-Nl6n/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come o,,
grade1_profile28448_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/11C_fKF18rd2-MKTZ4n-Fdh1d4JUxRvtV/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile30596_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1JbFiMdumdmDJr5w_yzQpXCnz50Qyrw8G/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come aaaan. We can do it togither,,
grade1_profile28469_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1nyveoJ947IXbuuVT5c_JCaUU7NuR8vbg/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
grade1_profile28446_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/12x6PDPo76MGSMzLeGR-YUySMk-THBRfg/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it to gather,,
grade1_profile28349_q1_LP_20251122_095026.mp3,https://drive.google.com/file/d/1qcLc1cvwJQ3rQCvWdZ93HrGDeHC2Jphg/view?usp=drivesdk,Come on. We can do it  together.,Q1,Come on. We can do it together,,
